Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
GPI	28.47108669194661	2.892312372660168e-06	6.796934075751395e-05	29.48030037404187	1.774950712236908e-06	5.1724067731194095e-05	29.103081372037092	2.130471374709997e-06	5.631564542444911e-05	29.01815614600852	3	6.3370501086977814e-15	2.4408995939853835e-13
MANF	35.691129248148805	8.703292797131115e-08	2.7540320573892124e-06	11.20557788579066	0.0106646255772766	0.0945684037386234	39.617198174914655	1.2843728998787651e-08	5.001150476297161e-07	28.837968436284708	3	8.128797487859022e-15	3.100742912707514e-13
MVP	28.30572100513669	3.133068426311435e-06	7.291228172687872e-05	20.42179710607191	0.0001387833155444	0.0025916977298184	37.362507277565825	3.8564006473693874e-08	1.3509411817981895e-06	28.69667512959148	3	9.880607154167947e-15	3.7568546494545335e-13
DPYSL2	20.943723231377195	0.0001081475490774	0.0018159697032477	32.13465929374	4.902394432435439e-07	1.6478885843353915e-05	31.989309040790854	5.26068813128294e-07	1.5482327511950142e-05	28.35589718863601	3	1.581468402864405e-14	5.974716889415843e-13
DNAH6	15.385523522398234	0.0015151444666801	0.0175026568030474	2.4203469602097254	0.4898582814990738	0.9197728761740208	67.14539783415468	1.7431694860719115e-14	1.4006228473803196e-12	28.317089438920878	3	1.6684392562991757e-14	6.283214715203106e-13
CCDC65	27.291068706046875	5.115508368092515e-06	0.0001145969491431	33.53690112720975	2.481250965630889e-07	8.579904654839442e-06	23.93341197214607	2.579248014376468e-05	0.0005191313498518	28.25379393513424	3	1.820644556589518e-14	6.81301325369337e-13
FABP5	32.316306221425556	4.488677761458847e-07	1.2547359293547353e-05	19.47431020281849	0.0002181076147723	0.0038539455549136	32.62229000679893	3.8690606279735e-07	1.1798304155904731e-05	28.137635477014328	3	2.1369117805882544e-14	7.971287635790573e-13
FAM105A	30.44465624005009	1.1126103494964222e-06	2.883164332695053e-05	5.089083161509852	0.1653890556617196	0.5888013326439644	48.82257439595798	1.4229838531458248e-10	7.096693856772577e-09	28.118771265839303	3	2.1932144428040906e-14	8.155585152879991e-13
ARPC1B	21.408955316711715	8.65698245130342e-05	0.0014848505857441	37.45904588594515	3.679184854694064e-08	1.4529764450750817e-06	25.22952887007472	1.382491597927486e-05	0.0003036083500524	28.03251002424386	3	2.4701293504656254e-14	9.15651397155361e-13
ATOX1	34.988278852486914	1.2252159245173267e-07	3.8017379560751212e-06	13.761331521431336	0.0032486958567206	0.0375053114321412	35.229319523195706	1.0896416994739435e-07	3.652825352806028e-06	27.992976632371317	3	2.608441015074616e-14	9.639004688517917e-13
FAM101B	5.068308295380026	0.1668630667136256	0.5769502645691462	30.296055546962737	1.1956738174037605e-06	3.6004727826570744e-05	48.532088450001275	1.6407128067893966e-10	8.102720222407732e-09	27.965484097448016	3	2.7091560095446046e-14	9.979990595908085e-13
P4HB	24.313761960045227	2.148182812452289e-05	0.0004203423837916	30.587751508909875	1.0380723766278558e-06	3.1924038578253244e-05	28.849105062639413	2.4090294668803286e-06	6.253593416076012e-05	27.91687284386484	3	2.8968243134719775e-14	1.0638182455529855e-12
POTEKP	31.84201979673239	5.650429462336207e-07	1.543484834327053e-05	34.75291785026815	1.3738286651807722e-07	4.866990080030117e-06	16.211498067610563	0.0010261977815114	0.013510047256205	27.602145238203697	3	4.468308871221817e-14	1.6109070854328655e-12
CTSS	42.3410550904626	3.396203890992613e-09	1.3400330414336284e-07	5.645955816195903	0.1301648402768051	0.5177222348268963	34.52369400644329	1.5358452116647378e-07	5.064787271300913e-06	27.503568304367267	3	5.1175037200054166e-14	1.8282320691560136e-12
CCDC164	49.12494268256618	1.2269604406230693e-10	5.8238102498485114e-09				25.199896887639788	1.4023615173002353e-05	0.0003073053679902	37.162419785102976	2	5.2857432930436765e-14	1.882648025308478e-12
ACPP	37.80192509702272	3.11298711961729e-08	1.043612604996174e-06	6.512991784972358	0.08915154581639	0.4159446233796327	37.914120456454214	2.947313780008021e-08	1.073331104633137e-06	27.409679112816423	3	5.823100254892955e-14	2.0616215722787187e-12
CD63	28.611847565687203	2.7019800412454948e-06	6.44442403867209e-05	26.157121920078765	8.841575510069819e-06	0.0002218682854558	26.822367369321107	6.414393494757146e-06	0.0001513737056897	27.19711228502902	3	7.79999181478358e-14	2.7450864050540428e-12
STX3	19.815300613379158	0.0001853786856254	0.0029233730884482	30.2344091212886	1.231922673967026e-06	3.694234508199044e-05	31.500975921811463	6.667072658652294e-07	1.928498388462738e-05	27.183561885493074	3	7.946632938757452e-14	2.7883956825165244e-12
PLCH1	39.41882779043533	1.4149075609853515e-08	4.987549152473364e-07	20.10732780692029	0.0001612668798282	0.0029580602551246	21.925062252663654	6.761548239874837e-05	0.0012311855104405	27.150405950006427	3	8.3171457131602e-14	2.9011872583516037e-12
CRIP1	50.64679910003881	5.8175175465451474e-11	2.890070374936522e-09	28.50564202878737	2.8443838270997717e-06	7.816107193327017e-05	1.9405641256264088	0.5848340178812395	0.976878336418028	27.031001751484194	3	9.800092926792997e-14	3.378603465286507e-12
PLD3	29.0893106178586	2.1447152451177e-06	5.259214774984273e-05	24.93154505958844	1.5957817030959693e-05	0.0003696382810344	27.05540477741869	5.731979674844526e-06	0.0001388290962395	27.025420151621905	3	9.875529579586804e-14	3.384873544307651e-12
FCER1G	31.25228604968395	7.521714416683107e-07	2.0088634492244472e-05	6.694518123027192	0.0822988963678943	0.3959880985690896	43.10463497414288	2.338274858850552e-09	1.0247919770996962e-07	27.017146382284675	3	9.988418602323712e-14	3.413671964522483e-12
HDAC5	18.69574593853091	0.0003159966812071	0.0046397797540794	53.6663783318722	1.3217909300989596e-11	8.027380715819477e-10				36.181062135201564	2	1.3387269075919314e-13	4.54897864433178e-12
NAMPT	30.26521913451357	1.2136709608302598e-06	3.1197525931475955e-05	24.32193106119793	2.139759286914313e-05	0.0004772851964978	25.711307341924435	1.096133143503241e-05	0.0002482606699066	26.766152512545318	3	1.4098776564760654e-13	4.763372367951277e-12
PYGL	29.462597731299216	1.7902265974702556e-06	4.469972035558544e-05	24.016247260810353	2.4785633064144306e-05	0.0005461151529102	25.43511904305908	1.252150467095305e-05	0.0002792240380809	26.30465467838955	3	2.655043748664716e-13	8.843913331819792e-12
ARHGDIA	26.008366233760732	9.499016303388847e-06	0.0001992922720282	28.213218534244515	3.2763582781738062e-06	8.90159446479778e-05	24.62085515397097	1.853159874582511e-05	0.0003924977106751	26.280813307325406	3	2.743221291226263e-13	9.111963979986109e-12
MX1	38.042459413442245	2.7685720597414552e-08	9.379883006643488e-07	19.54065841321988	0.0002113177466821	0.0037431209688037	20.871375875347127	0.0001119537258632	0.0019113314007416	26.15149790066975	3	3.274930270441597e-13	1.0847633178703614e-11
TPM3	29.327447311990166	1.9112566536761318e-06	4.74744269312092e-05	23.67352444235063	2.922361258815681e-05	0.0006342313758997	24.64843019692309	1.828733564658773e-05	0.0003889516514412	25.88313398375463	3	4.72893073953191e-13	1.5620001674571186e-11
GPNMB	25.63139687316945	1.139166124089048e-05	0.0002353949309863	20.166050585020173	0.0001568093095002	0.0029057971275854	31.02755063115308	8.387691750782841e-07	2.365375801808509e-05	25.60833269644757	3	6.886382444107395e-13	2.2494881878886727e-11
PFN1	24.142678440362392	2.332391063112088e-05	0.0004536098481362	29.486773013983807	1.7693979019802035e-06	5.177100663000377e-05	23.068025390263955	3.908580186940237e-05	0.0007566054648677	25.565825614870054	3	7.298356485579321e-13	2.3774949157569004e-11
LPXN	37.617661042221286	3.4055003937993864e-08	1.1337478394357125e-06	12.695291754805307	0.0053441067209314	0.055016893550102	26.31166991901957	8.206563485913302e-06	0.0001901218506439	25.54154090534872	3	7.544660178270003e-13	2.450978203517659e-11
EBAG9	0.3026670782680808	0.9595260969075008	1.0	4.424199749608407	0.2191519712910275	0.6739622538384068	70.95968131889323	2.65914948862306e-15	2.300959779728193e-13	25.22884938225657	3	1.1564485391182064e-12	3.72615912127324e-11
CAP1	23.932373211154374	2.5805361503362172e-05	0.0004918922586366	27.23480028104768	5.256405895748815e-06	0.0001371409581537	24.35243070845952	2.10859966416083e-05	0.0004356625102033	25.173201400220524	3	1.2477092144049443e-12	4.009283005526757e-11
FARS2	70.61647430912755	3.1495242106753525e-15	2.4550925310532745e-13	2.5156889121760178	0.4724624168882992	0.9083495309528437	1.6892039072477834	0.6393366757866712	0.9875868943643972	24.940455709517128	3	1.7139741661828837e-12	5.492613689732411e-11
PSTPIP1	8.630815835154392	0.0346242534759089	0.2121260973335557	18.25225620364897	0.0003901765902909	0.0063796520769963	47.552135364659264	2.6519847369319024e-10	1.2785092131761227e-08	24.811735801154203	3	2.04273144140451e-12	6.528459268813063e-11
CUL5	8.665990253219295	0.0340777004341645	0.2093126148384174	52.64746062916032	2.179736183058616e-11	1.2703994673358566e-09	13.016033455580866	0.0046020601532996	0.0464982604710633	24.77649477932016	3	2.143228939116071e-12	6.831181187344349e-11
CNN2	22.736745726746825	4.582033430617302e-05	0.0008336344693123	25.871848534088546	1.0145175972736693e-05	0.0002528247819136	25.365947697666076	1.2945754693465005e-05	0.0002874184660452	24.658180652833813	3	2.51808948102217e-12	7.940375496823245e-11
CFL1	20.212422005733462	0.000153376164116	0.0024840720634193	33.664977274781734	2.331533484447713e-07	8.100957928895973e-06	19.936270358855133	0.0001749834012703	0.0028946600563088	24.60455654645677	3	2.7088685953876853e-12	8.519247643739196e-11
ARHGAP25	22.76362586055593	4.523325487495325e-05	0.000827664976605	17.022548368761207	0.0006992357731535	0.0105498474584144	33.94255601777567	2.0372866865242133e-07	6.4860032749594775e-06	24.576243415697604	3	2.815343683378477e-12	8.830620439244163e-11
CAMK2D	67.95230885495532	1.1712281482894357e-14	8.507375368029629e-13	0.0567634206854545	0.9964637900841627	1.0	5.585358570528069	0.1336214388609852	0.531754499618166	24.53147694872295	3	2.992271488391254e-12	9.36074347889592e-11
LRPAP1	33.498255987235325	2.528283448762796e-07	7.505009816327456e-06	13.277294464359345	0.0040737479631243	0.0446752299385432	26.61736306316121	7.08138573870576e-06	0.0001655703215211	24.464304504918623	3	3.2787616698366504e-12	1.0202988617320628e-10
SYNE1	61.43748244402843	2.897882886128059e-13	1.8279540205392e-11	8.277918674871442	0.0406039394572479	0.2499528709178288	3.0780685497621376	0.3797444631511902	0.8571979810351503	24.264489889554003	3	4.302944944039126e-12	1.3250605198766318e-10
HCLS1	30.798027867113944	9.374881558326618e-07	2.455911595115727e-05	13.805312756977091	0.0031824968449970003	0.0369179850702946	28.173787118396664	3.3394093001444687e-06	8.537419129965304e-05	24.25904258082923	3	4.334937654769577e-12	1.3314451368220845e-10
BIN1	49.462975638985604	1.0395842686676772e-10	5.059661912683091e-09	4.803229195847755	0.1867858662996383	0.6220744035702701	18.269751907288448	0.0003869460260085	0.0058644334839974	24.178652247373932	3	4.835610288974708e-12	1.4775475882978274e-10
SH3KBP1	28.50720479287745	2.8422350880721057e-06	6.712155178432352e-05	18.951169611499488	0.0002798288962409	0.0047922356235384	24.550021378739732	1.917406476033069e-05	0.0004052572685461	24.002798594372226	3	6.140914814095678e-12	1.8524570835888108e-10
PEPD	26.02509881261909	9.422696225722632e-06	0.0001981245864303	16.84439330349041	0.0007607748360458	0.0112435986505183	28.86210929426588	2.3939218801173384e-06	6.230350929128004e-05	23.910533803458463	3	6.960707883716245e-12	2.0838068537960656e-10
TRIO	27.20585891337395	5.330376615084622e-06	0.000119132053579	5.88815544260181	0.1171803255810158	0.4889504693845273	38.599873824001456	2.109697859489577e-08	8.059841935649994e-07	23.897962726659074	3	7.080542491422202e-12	2.114328660633019e-10
ARID3A	26.86112953531209	6.2955109298784675e-06	0.0001390814718794	19.665774735449727	0.0001990809789114	0.0035612827588938	25.082137368137175	1.4841802317627902e-05	0.0003217524767958	23.869680546299662	3	7.357715654628401e-12	2.1915614009063187e-10
IGFBP1				25.47908020542312	1.225911134149756e-05	0.00029730401901	37.97857821181747	2.8561456653236163e-08	1.0438851521926456e-06	31.72882920862029	2	8.90390974779371e-12	2.632218319191516e-10
ITM2C	16.019064525223822	0.0011238241179154	0.0135879264092981	31.671314503350697	6.138323203447406e-07	2.007315013181648e-05	23.40693818529003	3.3216163602569e-05	0.0006529717287619	23.69910573795485	3	9.274253655221363e-12	2.7348640766332327e-10
HLA-DQB1	22.102590879748398	6.210215414324963e-05	0.0010985893983864	13.811675444701052	0.0031730312570699	0.0369267260786542	34.297981450704114	1.7140058658164068e-07	5.561729290232469e-06	23.404082591717852	3	1.3835306383160447e-11	4.019717395107428e-10
PRG3	14.25835785748666	0.0025737656298373	0.0275415902442867	13.594131457164956	0.0035130457760818	0.0397320529323054	41.92210335350561	4.167777522551419e-09	1.7581074849296068e-07	23.25819755605241	3	1.685786056273225e-11	4.850223872367612e-10
CLEC10A	33.383101175765674	2.6737740546778285e-07	7.83979988876178e-06	21.452536553163103	8.478288983246245e-05	0.0016515524119116	14.182162307296036	0.0026673979193575	0.0299387323010818	23.00593334540827	3	2.3716926805287968e-11	6.725483440588253e-10
PTPRC	22.715153034471232	4.629742680944129e-05	0.0008391299210754	25.768125213239042	1.0665256271861356e-05	0.0002648721892671	20.02084079550123	0.0001680626778228	0.0028030750416458	22.834706347737164	3	2.9894493394224285e-11	8.456994841787133e-10
BMP5							51.699253385840514	3.4713722405514004e-11	1.899685003423912e-09	51.699253385840514	1	3.4713722405514004e-11	9.773565891552457e-10
CYLC1	51.41559656136133	3.98974958549641e-11	2.0347722886031687e-09							51.41559656136133	1	3.98974958549641e-11	1.1206363146910935e-09
DSCAML1	58.81407963935229	1.0533435967488034e-12	6.234233583720697e-11				0.9464421816188596	0.8142081982293309	1.0	29.880260910485568	2	5.034480782274395e-11	1.4040739445847814e-09
CSTB	16.51018820084044	0.0008910918135421	0.0111247243596905	27.645940374803878	4.309728756895027e-06	0.0001157859097623	23.04448130403279	3.95300102601672e-05	0.0007637439386907	22.400203293225697	3	5.3745127457626035e-11	1.491868854897718e-09
SYNE2	18.807475055613306	0.0002996365973651	0.0044403642898562	0.4503214342482506	0.9296618707310896	1.0	47.65058861348083	2.527106323180776e-10	1.2241351395158937e-08	22.30279503444746	3	6.128814286897624e-11	1.6972653148141553e-09
ICAM3	31.4479647957514	6.840722265418557e-07	1.8580409371340827e-05	13.981649417871024	0.0029302377614195	0.0346592934562669	21.259472579100155	9.298879116515144e-05	0.0016092624303521	22.229695597574192	3	6.763351876398865e-11	1.8642572479817387e-09
ENO3	56.50577024857014	3.2764673363066815e-12	1.858862060385116e-10	9.798405655392347	0.0203598311323886	0.1552114974617856	0.1328840875837141	0.9876182825858821	1.0	22.145686663848725	3	7.573800883987015e-11	2.0827952430964292e-09
HEXB	21.303629438680545	9.104482916807526e-05	0.0015560388985089	21.086775215890558	0.0001009968024238	0.0019207997134665	23.98719236161747	2.5134248713477466e-05	0.0005099381442389	22.125865672062854	3	7.778713181501878e-11	2.134182908845933e-09
ANXA11	18.843646947165887	0.0002945228191093	0.0043917337319138	29.051056084964	2.184784650988417e-06	6.290613017009279e-05	18.17936901367186	0.0004039262965523	0.0060853420034161	22.02469068193391	3	8.913948585173182e-11	2.4176018811851576e-09
SASS6	1.537641021391404	0.6736104438550132	1.0	3.779647269444052	0.2862623869294364	0.7659453055679516	60.58476999224358	4.4086429706675546e-13	3.036265403744104e-11	21.967352761026348	3	9.629091904167641e-11	2.5937132520907146e-09
NDRG2	19.4801496316028	0.0002175014126846	0.0033635541045495	13.831248020275767	0.0031440882117677	0.0366489121071703	32.314427712312416	4.492772584665392e-07	1.3577561088702215e-05	21.87527512139699	3	1.0898992048188655e-10	2.922462153510904e-09
ARSB	25.29785278993586	1.3377398613544468e-05	0.0002723195284642	27.853785829724327	3.897957633005571e-06	0.0001051139545288	12.169499735633595	0.0068245161709221	0.0644509344350896	21.773712785097928	3	1.2493957720449918e-10	3.3275011271243312e-09
MAN2B1	22.19913858598802	5.9294222813853236e-05	0.0010528018672948	19.652695517745983	0.0002003264314126	0.0035747138760963	23.289081135177053	3.515032193932693e-05	0.0006856683223771	21.713638412970358	3	1.354470947599893e-10	3.583136231626115e-09
SEC24D	16.938237044582948	0.0007277166051995	0.0093404910450509	25.66197736167041	1.1225026071071117e-05	0.0002759294674001	22.480965281008807	5.180080375174621e-05	0.000976594668869	21.69372656242072	3	1.3912053962206431e-10	3.67209906480114e-09
SERPINB6	14.622074906856465	0.0021698227049673	0.023668100222101	28.747375523252327	2.530543155481294e-06	7.061094743113247e-05	21.629278726799768	7.790490080133868e-05	0.0013861321893018	21.666243052302853	3	1.443544074727211e-10	3.7933130408109475e-09
TES	22.40878292849348	5.362502967507298e-05	0.0009610407187375	2.0616020668752744	0.5597198986440044	0.9479952443169016	40.19421686822464	9.691396487222354e-09	3.8934800808190115e-07	21.554867287864464	3	1.6764983432772118e-10	4.3474984450116295e-09
PRKCA	40.88887134012974	6.903885615288992e-09	2.5756597384976987e-07	8.175526025941723	0.0425200360624128	0.2569333617249646	15.231194048447573	0.0016293661592342	0.0200677652020525	21.43186380483968	3	1.9774949264413062e-10	5.094526689579183e-09
PAPSS1	20.78245044752964	0.0001168152674718	0.0019478691904699	23.553513036421627	3.095806352488365e-05	0.0006678624629681	19.57316331093012	0.000208068489849	0.0033649926377497	21.30304226496046	3	2.350549917985624e-10	6.0162884805584424e-09
ENO2	21.355627466519167	8.880750109485996e-05	0.0015205112866027	16.243961735645474	0.0010105794755354	0.0142924811540008	25.823010154499453	1.0386828845111997e-05	0.0002368384126754	21.140866452221363	3	2.9213435015699117e-10	7.461098683815162e-09
ARPC5	25.199873837228342	1.4023770842115644e-05	0.0002836707064012	16.238608416694525	0.0010131386108469	0.0143006889464665	21.559048373344698	8.056875392874675e-05	0.0014235219280534	20.99917687575585	3	3.5318409566145917e-10	8.981509529455387e-09
CCDC110				6.061680435857156	0.1086475970674949	0.4665455638780665	49.4368634360235	1.0529787449916443e-10	5.384018593078488e-09	27.749271935940328	2	3.676149449621297e-10	9.328426446732154e-09
RAB32	19.78238071939485	0.0001883124764379	0.0029647619443129	25.02685597445791	1.5242143036127973e-05	0.0003553386055551	17.963963983186947	0.0004474412482166	0.0066226537967044	20.9244002256799	3	3.903655970542268e-10	9.884525021769231e-09
ACTR3	17.450846004965562	0.0005707922977236	0.0076328543243714	26.515664583865078	7.437500379960538e-06	0.0001892634339647	18.34019836638236	0.0003742051617088	0.0057055015920791	20.768902985071	3	4.806286783710369e-10	1.2066739111969238e-08
CTSB	23.304799730660413	3.4886015386750126e-05	0.0006494895447148	19.985106418811213	0.0001709530795832	0.0031042158445928	18.80939678432756	0.0002993627058778	0.0046698737046338	20.69976764459973	3	5.271683555261885e-10	1.3179208888154713e-08
ARGLU1	23.08340094699229	3.879839839829025e-05	0.0007167611634736	13.8831005116291	0.0030686693075649	0.0358855551549708	25.086309941287123	1.4812014103199912e-05	0.0003217957742077	20.684270466636168	3	5.382013193974558e-10	1.3426646839398556e-08
PARVG	21.824125417487263	7.096485782317741e-05	0.0012348658018305	13.325154960766664	0.0039836909418601	0.0438206003604617	26.60718950328488	7.11623086838267e-06	0.00016600166200799997	20.585489960512934	3	6.141348498028482e-10	1.5256606300249333e-08
RAB31	45.34235535808079	7.825361316237281e-10	3.3346473022259134e-08	2.6988529518138242	0.4404222583793956	0.8923273510815509	13.292313403526904	0.0040452726021084	0.0420044511012781	20.444507237807173	3	7.413353898814745e-10	1.8339520889850287e-08
IGHG1	26.666598817814126	6.915139666025474e-06	0.0001500053373707	10.25684474628994	0.0165044175342711	0.13312212669662699	24.375604929329253	2.0852267620586315e-05	0.0004334873868394	20.43301616447777	3	7.527921047020455e-10	1.8584063962634002e-08
IL4I1	12.489487535012472	0.005881355833039001	0.0545362086336351	10.542085903949832	0.0144781051627526	0.1226650246321376	38.163638658912326	2.609750630141081e-08	9.713645360128053e-07	20.398404032624878	3	7.883767957571928e-10	1.9381612494446582e-08
PDIA6	17.04390689421574	0.0006921983569392	0.0089444714910158	24.77513588873952	1.720557954386838e-05	0.0003934959600111	19.103730707930552	0.0002602233119518	0.0041099856633388	20.307591163628604	3	8.899041878286656e-10	2.178699176205791e-08
DYSF	41.67639343214008	4.699378045929552e-09	1.8168401896924414e-07	6.675621560711894	0.0829878697894355	0.3966622585768852	12.467760422983352	0.0059411004017401	0.0572835242544922	20.27325847194511	3	9.315912569428754e-10	2.271353940896805e-08
SPTAN1	12.002377253220663	0.0073750214750863	0.064695064870199	18.8570003231588	0.0002926570173454	0.0049648644703187	29.929079893064127	1.4282837027353602e-06	3.8870817759389215e-05	20.2628191564812	3	9.446480588043202e-10	2.2984492377286187e-08
SLC25A40	7.14519695284665	0.0674110592102175	0.3336795228226978	1.580940090093416	0.6637192066379303	0.984544069452447	51.9701809933056	3.0392297701142914e-11	1.690613307287752e-09	20.23210601208189	3	9.841279385784394e-10	2.389591965850112e-08
CTSZ	23.079675046069898	3.88678498781865e-05	0.0007166633550616	10.748603844625356	0.0131659190754069	0.1135442686849233	26.867714102668828	6.275535728653027e-06	0.0001487904536695	20.231997664454692	3	9.842700807229756e-10	2.385039693555161e-08
CPVL	13.171683753305619	0.0042796633018366	0.0423898881591008	16.012171541837677	0.0011274871613467	0.0156098653545072	31.419387364678077	6.936199154604592e-07	1.994945461398207e-05	20.20108088660713	3	1.0256764942235817e-09	2.4802913178310533e-08
MSN	17.32645635829996	0.0006054652908019999	0.0079851460910725	24.22895259314301	2.2376105932690544e-05	0.0004975757463863	19.01099754524609	0.0002719711304001	0.004275521310824	20.188802165563022	3	1.0425982695200481e-09	2.5160662320560344e-08
SPI1	18.590421236869467	0.0003322315831091	0.0048337426689694	0.6358890222885822	0.8881694601465725	1.0	41.29693369424242	5.656428711835104e-09	2.3469542737138767e-07	20.174414651133493	3	1.0627801767857752e-09	2.5595469634402828e-08
RASSF2	21.23955365283344	9.387917846948276e-05	0.0015987807516259	13.125384122371216	0.0043731536032865	0.0471713150611224	26.02802708666966	9.409402892412413e-06	0.0002165018065517	20.13098828729144	3	1.1260848105692345e-09	2.7064944888173162e-08
S100A10	27.949798992514037	3.7212325013012618e-06	8.535688330736005e-05	9.219117195348199	0.026515096837803	0.1893523763308324	23.121747318256656	3.8090761684811546e-05	0.0007387564584234	20.096887835372964	3	1.1784140928200304e-09	2.8265206181738054e-08
HLA-DQA1	24.876913589856283	1.6383040487604394e-05	0.00032793443047	12.904193758073365	0.0048484399297823	0.0513025993741389	22.390860922573783	5.4087794943415116e-05	0.0010140459926058	20.057322756834477	3	1.2421696072122849e-09	2.9734120658472212e-08
OSTF1	19.5620559782406	0.0002091731706019	0.0032663719213862	16.215569791776723	0.001024225798522	0.0144290055475997	24.36915291746057	2.091708023167904e-05	0.0004339436890686	20.0489262291593	3	1.2561353350276814e-09	3.0007677447883493e-08
ANPEP	16.310384044403882	0.0009793555308604	0.0120231252623426	21.974009122262363	6.604845579399498e-05	0.0013185972100088	21.53638729624911	8.144750502525139e-05	0.0014365410119784	19.940260154305122	3	1.4516211890001418e-09	3.453806953707581e-08
SELPLG	37.38293797909052	3.8181984016074646e-08	1.262375388779737e-06	4.5240994498998095	0.2101507182524398	0.6571870362658515	17.860642678678893	0.0004699375519539	0.0069151857209040005	19.922560035889738	3	1.4862138073174915e-09	3.529011701110309e-08
STEAP4	31.951177462566964	5.358936163780385e-07	1.4764793085725955e-05	10.351775289757686	0.0158008505167622	0.1299121122692158	17.087787130992893	0.0006779603559488	0.0095064690354928	19.79691329443918	3	1.7565235676838395e-09	4.162503244060402e-08
GSN	20.40430467896416	0.0001399476497665	0.0023055293229578	18.9126982052016	0.0002850006087293	0.0048692657193549	19.98046565781421	0.0001713320632733	0.0028435505058674	19.765822847326657	3	1.8306396542514954e-09	4.329462782304786e-08
NUDT5	18.359958502151827	0.0003707069054652	0.0052813340410122	22.463873555508336	5.222708695260492e-05	0.0010692497376953	18.196192678048774	0.0004007104506944	0.0060458906152465	19.673341578569648	3	2.0700113695830907e-09	4.86637861735985e-08
TUBB3	22.136896154615602	6.108958527886262e-05	0.0010826745723728	16.021333048316116	0.0011226211742905	0.0156022754357647	20.84614260520241	0.0001133123784427	0.0019312702346037	19.668123936044708	3	2.0844085496708493e-09	4.8905022023527386e-08
PGAM1	19.400062087146487	0.00022596364530400002	0.0034775913823043	25.48648769646679	1.2215440793807395e-05	0.0002972423926493	13.904233189895669	0.0030384486894312	0.0332194973345589	19.596927657836314	3	2.2911146474859435e-09	5.354235317494325e-08
C5orf25	40.23791192440385	9.48687312270552e-09	3.458560437281389e-07	11.152180940246184	0.010930804266861998	0.0964553387504424				25.69504643232501	2	2.472996429221174e-09	5.74522254922208e-08
TRIM22	18.57523582727132	0.0003346397327455	0.0048614026629762	22.144417809061352	6.086978089446472e-05	0.0012253646421289	17.449557075541087	0.0005711412582599	0.0081669973144402	19.389736903957914	3	3.016075468119921e-09	6.925260662236518e-08
GLIPR2	28.474210527739054	2.8879466599870613e-06	6.803349527261905e-05	12.251376133443227	0.006569835103681	0.0649523916474731	17.375341308567826	0.0005915959457998	0.008423793748633	19.3669759899167	3	3.108483926187856e-09	7.123608997513835e-08
TWF2	18.249226299938343	0.0003907387776491	0.0054771979533622	12.717024189379993	0.0052902896307578	0.0546965996587794	26.8005848351794	6.4821799233990504e-06	0.0001526176501034	19.255611774832577	3	3.6028599961366555e-09	8.208828411236213e-08
IL16	28.54609270437851	2.7892841879948275e-06	6.60337204802331e-05	11.755636024712658	0.0082688936218528	0.0772083904459054	17.255140575718507	0.0006262801909279	0.0088430413569802	19.185623101603227	3	3.952821933249642e-09	8.954428996298281e-08
ATP8B4	25.45065809611422	1.2428122111429455e-05	0.0002551623871614	24.109035531671964	2.370426322662628e-05	0.0005254929764994	7.778896907436618	0.0508092363958841	0.2934356584551804	19.112863511740933	3	4.3525241469154905e-09	9.803542483290603e-08
FAM107B	21.898026826337155	6.849683834795321e-05	0.0012006356235469	4.3738970705039195	0.2238179739140094	0.6784951751160009	30.96091820759982	8.663078101533251e-07	2.429501459831652e-05	19.077614034813628	3	4.560379127978282e-09	1.0232729257750133e-07
ALDOA	19.356412967987712	0.0002307128356938	0.0035449914561421	21.53679998631853	8.143141670497882e-05	0.0016035554455773	16.191732432568823	0.001035824216611	0.0135662152250586	19.028315128958358	3	4.867742672049653e-09	1.0881107201698894e-07
SULT1A1	20.399454675301673	0.0001402721951508	0.0023069121905765	6.6589512566741655	0.0836002852497299	0.3982724202371777	29.750135183974965	1.5575758098752198e-06	4.1827314321423684e-05	18.936180371983603	3	5.498471688161555e-09	1.2267816549530265e-07
PDIA3	16.362969368133662	0.0009553172650536	0.0118035849707917	21.958777682883067	6.653217086804547e-05	0.001324595038191	18.479325702817125	0.0003502557205621	0.005389040904210999	18.933690917944613	3	5.51659706466971e-09	1.2285077267367104e-07
SPIB	41.33619299660424	5.548994244759856e-09	2.0864218360297057e-07							41.33619299660424	1	5.548994244759856e-09	1.2333995666219044e-07
ARPC3	14.967076099304368	0.0018450019534375	0.0206657461793921	24.941743969748	1.5879661500295233e-05	0.0003690106548637	16.247603693341286	0.0010088421210428	0.0133335739339917	18.718807920797886	3	7.327399515341825e-09	1.5956998023741635e-07
KCNAB2	20.00936688712539	0.0001689854114019	0.0026914154892389	22.546440505887794	5.0199625452069874e-05	0.0010306610600628	13.283997466654386	0.0040610148799584	0.0420385630313895	18.61326828655585	3	8.422297428972538e-09	1.8307659392941227e-07
