Gene	N127	Set1_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	18.687375074733616	17.82709539819062	0.8602796765429943	17.82709539819062	0.15608062813854445	0.8343950682132446	0.03468506761415347	2.11201610906564
43161	19.168854751644883	18.266319603066307	0.9025351485785755	18.266319603066307	0.17265551497411014	0.8739152235679977	0.03544892328490399	2.103192755778852
43164	15.271517604524169	14.823757499968599	0.44776010455557014	14.823757499968599	0.14299094646856747	0.42712594803652726	0.25867002847083065	1.129540182867895
43165	14.941319378042968	14.496809923045555	0.44450945499741223	14.496809923045555	0.15055303403704196	0.4121820271577823	0.2881027189136558	1.0622929390233034
43344	15.258353143974649	15.512477158167561	-0.25412401419291264	15.512477158167561	0.12880611054326374	-0.2651834061367342	0.4599755283181781	-0.7388871459093115
43345	17.709079156679344	17.925730443235985	-0.21665128655664034	17.925730443235985	0.1597006584833187	-0.24315774508362686	0.542879900187472	-0.608463811928148
43346	14.107981625537041	13.235488759561882	0.8724928659751594	13.235488759561882	0.17825752149525342	0.7524240102669606	0.07472848104568704	1.7821272617700858
43347	17.496879881145347	17.331055156817307	0.16582472432803996	17.331055156817307	0.1395955826766891	0.14319526361134094	0.7015274392381177	0.38325940002043557
43348	15.694697662667531	16.218070759050132	-0.5233730963826009	16.218070759050132	0.12209248681158757	-0.5373177132259852	0.12410892844171086	-1.5377533717134677
43349	16.176664841162104	16.461031397418	-0.2843665562558968	16.461031397418	0.12280863704513795	-0.3003855355055107	0.3913535596666392	-0.8571652584737603
43350	18.040724621321726	18.236471610468744	-0.19574698914701827	18.236471610468744	0.17150333303615223	-0.22418295095297047	0.5882765355484401	-0.5413352392350754
43351	15.346542222674923	15.807183663199993	-0.4606414405250696	15.807183663199993	0.12466210695297525	-0.4719408060824333	0.1813343008248891	-1.3366579894828459
43352	18.699263449902862	18.976937089449876	-0.2776736395470145	18.976937089449876	0.20014234557487426	-0.31066919086668476	0.4874123656393671	-0.6944303505295144
43353	16.612152802598345	16.453043747883246	0.15910905471509906	16.453043747883246	0.1227548365155014	0.14315821988190103	0.6828341829138309	0.4085987026313114
43354	17.836823029430963	18.02402727108212	-0.18720424165115546	18.02402727108212	0.16338112711538405	-0.21432500441291658	0.5959460396487342	-0.5302392805151169
43358	15.353437119330012	14.773750204430947	0.5796869148990655	14.773750204430947	0.14414531724696067	0.557613214214475	0.141914459190339	1.468698961826517
A1BG	17.37577724536406	17.454313123004926	-0.07853587764086711	17.454313123004926	0.14335924075862005	-0.10199890631244246	0.7876290085800085	-0.2693907435028413
A1CF	18.970517929688583	18.586237528954577	0.3842804007340064	18.586237528954577	0.18502917851362422	0.3536905199788032	0.4109352444526966	0.8222489151823686
