Gene	N112	Set1_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	18.493977692689683	17.797266325339493	0.6967113673501899	17.797266325339493	0.11011032490073813	0.6642480140920872	0.04530844908021041	2.0017795241635645
43161	18.970342930552672	18.236490513205524	0.7338524173471477	18.236490513205524	0.11488482574404052	0.6917057663461867	0.04127556306695259	2.0407512032151875
43164	15.188425728231275	14.7939288819629	0.39449684626837467	14.7939288819629	0.11496115662280293	0.36873341140063043	0.27680742243641954	1.087519189904534
43165	14.720745828680712	14.466981437216706	0.2537643914640064	14.466981437216706	0.121212249678821	0.21417506123946128	0.5384419938912853	0.6151707023137699
43344	15.59334457669409	15.482648342904241	0.11069623378984872	15.482648342904241	0.10559736540873993	0.10066324632193346	0.7567331356008226	0.3097735911754909
43345	17.987374198103037	17.895901366102205	0.09147283200083223	17.895901366102205	0.11114947839414896	0.05687713955516438	0.8645367517060034	0.17060196630511337
43346	13.854563530210838	13.205661184435993	0.6489023457748448	13.205661184435993	0.1539240943587818	0.5207989445422299	0.1843612636858104	1.3274457821507604
43347	17.425692147260804	17.301226110558652	0.1244660367021524	17.301226110558652	0.10544751727526175	0.102006947940118	0.7534211187348755	0.3141315622575959
43348	15.6192096674649	16.188241819081572	-0.5690321516166712	16.188241819081572	0.10141794412480964	-0.5772947709096405	0.06986890197818829	-1.8127596362388265
43349	16.229224468077383	16.431202426809524	-0.2019779587321402	16.431202426809524	0.10126097188041877	-0.21198928736139888	0.5052948010206846	-0.6661819619660012
43350	18.068080394437303	18.20664252160713	-0.13856212716982697	18.20664252160713	0.11455210927046727	-0.18004018731105398	0.5947630881302982	-0.5319464450996212
43351	15.445723061004069	15.777354788370538	-0.33163172736646906	15.777354788370538	0.10318098932522696	-0.33947587696586656	0.29058480126983244	-1.0568395928110021
43352	18.77145685631076	18.94710798099897	-0.17565112468821198	18.94710798099897	0.12282159165203976	-0.23373529694593542	0.5048102872942397	-0.6669402694753563
43353	16.910840985843166	16.42321477820222	0.4876262076409468	16.42321477820222	0.10125562689880302	0.4776868897337545	0.13330814539632074	1.5011833492530784
43354	17.96515743797581	17.99419818996195	-0.029040751986137536	17.99419818996195	0.11220874856345786	-0.06579172096867092	0.8442912902746377	-0.19640741843292833
43358	15.282492541042744	14.743921604753448	0.5385709362892968	14.743921604753448	0.11584236279833499	0.5109849570749159	0.1332717944082022	1.5013239457404224
A1BG	17.74543597153099	17.4244840692618	0.32095190226919	17.4244840692618	0.10649699407200947	0.2961463526119983	0.364152302165359	0.9074813600924836
A1CF	18.76384309843553	18.556408429587766	0.20743466884776396	18.556408429587766	0.11845773724887398	0.1581132443287836	0.6459503333392778	0.45939528527190127
