Gene	ConditionA_rep3	ConditionB_rep3	ConditionC_rep3	ConditionD_rep3	A-value	Observed Variance	M-value of ConditionA_rep3	z-score of ConditionA_rep3	M-value of ConditionB_rep3	z-score of ConditionB_rep3	M-value of ConditionC_rep3	z-score of ConditionC_rep3	M-value of ConditionD_rep3	z-score of ConditionD_rep3	Estimated Variance	z-transformed of ConditionA_rep3	z-transformed of ConditionB_rep3	z-transformed of ConditionC_rep3	z-transformed of ConditionD_rep3	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3
RAB27A	13.865489100434845	12.839913167057647	14.431324423673265	13.765727650373064	13.725613585384705	0.43455577207436674	0.1398755150501394	0.21218708045147233	-0.8857004183270583	-1.3435817258803289	0.7057108382885602	1.0705427777387224	0.04011406498835868	0.06085186769013416	0.02853122734869171	0.8280974961214037	-5.243564597187775	4.177981957478491	0.23748514358788042	45.692647578404284	6.59236942320187e-10	2.8861935173360516e-08
SERPINE2	13.617149935196355	13.10242684275919	12.222925820720295	12.239912974524431	12.795603893300068	0.46861026443121534	0.821546041896287	1.2001236910993058	0.3068229494591215	0.44821041285637636	-0.5726780725797731	-0.836574564573019	-0.5556909187756371	-0.8117595393826659	0.030773818978128437	4.68318388013224	1.7490295341754973	-3.2645239356522486	-3.167689478655498	45.682688726179805	6.624585169336855e-10	2.8871146638000804e-08
ENO1	20.92810184855018	19.868517843037694	21.329416054750972	20.808915467917732	20.733737803564146	0.3822890740771283	0.19436404498603466	0.3143547201212793	-0.8652199605264528	-1.3993636454426537	0.5956782511868255	0.9634203175161442	0.07517766435358553	0.12158860780521871	0.02518758941255101	1.2246800018156576	-5.4517160460650755	3.753344615756715	0.4736914284926581	45.533028327827964	7.128100837370082e-10	3.092499132520559e-08
BAI1	10.333122929213065	10.678236953413482	8.835685540988434	9.07059142177593	9.729409211347727	0.8325090720230474	0.6037137178653378	0.6616625537633082	0.9488277420657543	1.0399031334198308	-0.893723670359293	-0.9795097719156843	-0.6588177895717973	-0.7220559152674526	0.054964525538925155	2.575074525321337	4.047120473178783	-3.8120801103483335	-2.810114888151779	45.438893387707424	7.464215149938407e-10	3.22373400259502e-08
HLA-C	13.483167854907833	12.999698732261875	12.210974186052912	12.010900440902873	12.676185303531373	0.4716357030210692	0.8069825513764606	1.1750620691154214	0.32351342873050193	0.4710738271878041	-0.4652111174784608	-0.6774024262944965	-0.6652848626285	-0.9687334700087266	0.031152583018923458	4.572114663294892	1.832927476249124	-2.635742951471599	-3.7692991880724076	45.41861290294068	7.538675860907801e-10	3.2412925629768606e-08
CPOX	15.412172897641845	15.849686352405714	15.26635751134901	16.666954341322494	15.798792775679765	0.39641896700273715	-0.3866198780379193	-0.6140545683925949	0.050893576725949075	0.0808324534398176	-0.5324352643307542	-0.8456479477849094	0.8681615656427297	1.378870062737695	0.026222517285759323	-2.387519840560499	0.314286541103233	-3.287983442173326	5.361216741630625	45.35250708573513	7.78657690163348e-10	3.332933005931331e-08
RAB31	10.70412496102507	10.678236953413482	12.304115424075961	11.267747935468622	11.238556318495784	0.5786143415735139	-0.534431357470714	-0.7025825115230067	-0.560319365082302	-0.7366158090678141	1.0655591055801779	1.400821980427588	0.02919161697283812	0.03837634016323251	0.038283036049012495	-2.7314216412875356	-2.863732485798531	5.445958887642887	0.1491952394431794	45.34235535808079	7.825361316237282e-10	3.334647302225914e-08
CAST	14.056089258771998	14.805770309252685	14.250871459551982	15.470280159511356	14.645752796772005	0.403028444912591	-0.589663538000007	-0.9288304071618059	0.16001751248067997	0.25205752381190566	-0.3948813372200224	-0.6220119942886266	0.8245273627393512	1.2987848776385296	0.02718783877705981	-3.576159915445464	0.9704656588461047	-2.39485523272041	5.00054948931978	44.471550116663146	1.1982916708562688e-09	5.083725902730047e-08
EMILIN2	11.995195572468205	10.863460503954503	12.523903994571171	11.36705808361129	11.687404538651291	0.5253240946071523	0.30779103381691364	0.42466092755385987	-0.8239440346967886	-1.1367999700567641	0.8364994559198795	1.154122751543631	-0.32034645504000103	-0.4419837090407217	0.03543784323214247	1.6350171900529105	-4.37687428273868	4.4435699537383755	-1.7017128610525865	44.47145029390601	1.1983501925580177e-09	5.061577817729636e-08
RAB6B	12.572019162493788	13.48040567072404	11.901577390583341	12.210743613604087	12.541186459351314	0.46712520591681145	0.030832703142474216	0.04511229799703709	0.9392192113727251	1.3742011769840714	-0.6396090687679727	-0.9358321512887217	-0.3304428457472266	-0.4834813236923867	0.03161135879597346	0.1734163413577491	5.282571515592978	-3.597435621925102	-1.8585522350256254	44.331394509018594	1.2833362894048434e-09	5.3967668170235256e-08
SERPINB1	18.52503462450018	17.324778884830806	18.70432238770641	18.171741617736295	18.18146937869342	0.3751418595893345	0.34356524580675796	0.5609336086706176	-0.8566904938626152	-1.3987051836624331	0.5228530090129873	0.8536539383116409	-0.009727760957126463	-0.01588236331981969	0.025416447968231518	2.155022441373348	-5.373614654328454	3.279609860760851	-0.06101764780572183	44.27942016817981	1.316384056603009e-09	5.5115678317509386e-08
FERMT2	9.99511315658828	10.376038322316084	11.82788848735453	10.663365390838868	10.715601339274441	0.624772519323123	-0.7204881826861609	-0.9115193713411345	-0.33956301695835656	-0.42959520389997	1.1122871480800889	1.4072004320581903	-0.05223594843557322	-0.06608585681708806	0.04260090474585043	-3.490739582990111	-1.645170722713153	5.388991615349818	-0.2530813096465631	43.99713032272955	1.5113021860165496e-09	6.300158851968121e-08
LHFPL2	8.95012604582094	10.830628188933224	8.786302470118398	9.449223950271309	9.504070163785968	0.8616029497067988	-0.5539441179650275	-0.5967773981095787	1.3265580251472553	1.4291330497325374	-0.7177676936675699	-0.7732684990818671	-0.05484621351465968	-0.05908715254109341	0.05884391310477528	-2.2835744880380604	5.468591442503004	-2.95891939356356	-0.22609756090139102	43.926528892087475	1.564401994186686e-09	6.493284121325518e-08
GCA	14.515331799652262	14.303398803037778	15.58100247399661	15.365443434152134	14.941294127709696	0.39249458420904676	-0.42596232805743384	-0.6799145854125567	-0.6378953246719181	-1.0181988092440803	0.6397083462869144	1.0210927267539358	0.42414930644243753	0.6770206679027012	0.02688036030451555	-2.598086756343091	-3.890737010761728	3.901795236188298	2.587028530916521	43.80461196531426	1.6605217173120828e-09	6.8625354420639e-08
ZNF792	10.48513471645826	11.26250893931724	9.518896428178406	9.542358541979496	10.20222465648335	0.7022005397094565	0.2829100599749097	0.3376119507311139	1.060284282833889	1.2652948611613033	-0.6833282283049442	-0.815452713728625	-0.6598661145038545	-0.7874540981637922	0.048213914294625265	1.288434054195403	4.828765641110421	-3.1120256367666204	-3.0051740585392044	43.69281461478863	1.7538397898816883e-09	7.21708837141014e-08
PPFIA3	11.194090786999373	12.461460575859116	11.282500464012083	12.460632105653266	11.84967098313096	0.4996759301072351	-0.6555801961315861	-0.9274310057748825	0.6117895927281563	0.8654816613657962	-0.5671705191188767	-0.8023603032796655	0.6109611225223066	0.8643096476887517	0.03456815538943468	-3.5260439652745483	3.2905158120790805	-3.050531724450292	3.28605987764576	43.36441367594246	2.059366038081456e-09	8.4381203303953e-08
MAGEB1	10.596774358614317	9.049123889364166	10.288101631016925	8.788078401293546	9.680519570072239	0.8012635145519899	0.9162547885420782	1.0235959845972367	-0.6313956807080725	-0.7053650267882245	0.6075820609446865	0.6787615908516843	-0.8924411687786922	-0.9969925486606965	0.05576641193765819	3.879983744874185	-2.673715879432577	2.5728744336426224	-3.7791422990842305	43.10462983243731	2.338280736818907e-09	9.54018540622114e-08
CTTNBP2NL	10.904794729116572	11.915526856407917	12.430559822856612	11.072586576705664	11.580866996271691	0.5164659389555831	-0.6760722671551189	-0.9407457799622285	0.3346598601362256	0.46567484933333153	0.8496928265849206	1.1823365336926903	-0.5082804195660273	-0.7072656030637933	0.036051893536642406	-3.5606483216048535	1.762542448778132	4.475050203716043	-2.6769443308893206	42.97687763035174	2.488978856469989e-09	1.0112003930438245e-07
CST7	14.40720528464328	13.392427864422881	14.24854469093821	13.108270329073521	13.789112042269473	0.4046737967707877	0.6180932423738081	0.9716312032608717	-0.39668417784659127	-0.623580228050016	0.4594326486687379	0.722219669525789	-0.6808417131959512	-1.070270644736639	0.028415485389447034	3.666709096492324	-2.353246053554186	2.7254882542145857	-4.038951297152702	42.72393639150107	2.8165723448021648e-09	1.1394639511376859e-07
ZFP92	12.721314875289817	11.46861677220077	11.913876022175348	11.082162886724555	11.796492639097623	0.4956148687990112	0.9248222361921936	1.3136694483063858	-0.32787586689685355	-0.46573329697693017	0.11738338307772445	0.16673795033622596	-0.7143297523730681	-1.0146741016656866	0.03484478683878373	4.954380495020328	-1.7564692285405543	0.6288364626203894	-3.8267477291001826	42.67050371914206	2.891104818162966e-09	1.1647022267456519e-07
ADD2	12.120252582806238	13.168968822129115	12.004914306110086	13.256248239485869	12.637595987632828	0.44433933553848987	-0.5173434048265904	-0.7761068853803045	0.5313728344962865	0.7971535187441909	-0.6326816815227421	-0.9491347617514874	0.6186522518530406	0.928088128387593	0.03128031457682862	-2.925117802617164	3.004441776025405	-3.577253392516458	3.4979294191081864	42.615236600047595	2.9702695358657992e-09	1.1915876280285054e-07
CTSG	16.894768864898595	15.909641151834998	17.361264903301645	16.734552193281434	16.72505677832917	0.3661852591482462	0.16971208656942594	0.2804544556730077	-0.8154156264941701	-1.3474994639355613	0.6362081249724767	1.0513535422882778	0.00949541495226569	0.015691465974272952	0.02578371256051765	1.0569149659142474	-5.0781591134905675	3.962109607582836	0.05913453999347334	42.60657866342128	2.982865869561059e-09	1.1916549148896432e-07
DOCK1	12.573550434651175	13.973530424211692	12.708698665893355	13.397498676562423	13.16331955032966	0.4219297605645523	-0.5897691156784859	-0.9079500285330607	0.8102108738820313	1.2473202928110216	-0.45462088443630577	-0.6998892176997166	0.23417912623276216	0.36051895342175827	0.02975028613959317	-3.4192940663465956	4.6973453846718245	-2.635747534527955	1.357696216202736	42.54712965631215	3.0708106918255604e-09	1.2216984611296046e-07
TST	14.72086677214825	15.933310332715504	14.562498751021147	14.957493979773297	15.04354245891455	0.37820461924824306	-0.3226756867662992	-0.5246900501609758	0.8897678738009542	1.4468160121229385	-0.48104370789340223	-0.7822059658526834	-0.0860484791412528	-0.1399199961092793	0.026784946308039858	-1.9716092770761031	5.436649448276498	-2.9392677417577735	-0.5257724294426217	42.36013187019754	3.3646878307321867e-09	1.3330837570686035e-07
CTSS	13.91010756148891	13.21401278467645	14.745589135770421	13.803485379056648	13.918298715248108	0.39789243635216404	-0.008191153759197434	-0.012985606443402931	-0.7042859305716576	-1.1165191359959805	0.8272904205223135	1.311520712602599	-0.11481333619146028	-0.1820159701632183	0.02819195947068806	-0.04878456615426803	-4.194559714242217	4.927145239270589	-0.6838009588741142	42.3410550904626	3.396203890992613e-09	1.3400330414336284e-07
FBXO28	10.222952243796943	9.175961723064828	11.198819329020326	10.132064405388089	10.182449425317547	0.68340146815894	0.040502818479396296	0.048994495705925345	-1.006487702252718	-1.2175043430909027	1.0163699037027794	1.229458411836919	-0.05038501992945754	-0.06094856445194145	0.048462943479645755	0.1839841249231994	-4.571972176186395	4.616862093835686	-0.22887404257249064	42.30457865890663	3.4572886002936236e-09	1.3585443893284945e-07
CALB2	11.71159533458469	11.577952133876098	13.091597595134084	12.081830126673724	12.115743797567148	0.46866554165531665	-0.40414846298245877	-0.5903497990445485	-0.5377916636910509	-0.7855657751236459	0.9758537975669359	1.4254541240591194	-0.03391367089342445	-0.04953854989092226	0.03329774718303599	-2.214794853607327	-2.9471798562983995	5.347826768348302	-0.1858520584425658	42.22497748082653	3.594429249920942e-09	1.406668883601714e-07
SUMF1	11.03201905675055	12.675788641805037	11.558926082229842	12.024209389579767	11.822735792591299	0.48770643115159756	-0.7907167358407499	-1.1322483323092227	0.8530528492137375	1.2215090715980628	-0.26380971036145695	-0.3777561433376521	0.20147359698846756	0.2884954040488094	0.03470727424860822	-4.244344990575357	4.578947710530766	-1.4160563092764649	1.0814535893210464	42.15598387169412	3.7176830149057926e-09	1.448989623858404e-07
MDN1	17.54613579564653	16.18507859455155	16.966404801423376	16.465470046929596	16.790772309637763	0.3580357355947121	0.7553634860087683	1.262387831101355	-0.6056937150862147	-1.0122548805470495	0.17563249178561335	0.2935226873987304	-0.325302262708167	-0.543655637953036	0.025760168151978218	4.706322031274323	-3.7737986126080165	1.094285176353684	-2.02680859501999	41.696436158614574	4.65358749072216e-09	1.806420925548343e-07
DYSF	9.690949519114403	9.64905937552187	11.284434892554916	10.727826849114614	10.33806765907645	0.6470058228985528	-0.647118139962048	-0.8045063558003995	-0.6890082835545801	-0.8565847703655668	0.9463672334784654	1.1765370296980362	0.38975919003816273	0.4845540964679301	0.04657354700943918	-2.9985681016586354	-3.192675546023946	4.385206384308565	1.8060372633740163	41.67639343214008	4.699378045929552e-09	1.8168401896924414e-07
SEC24B	13.331540801981037	12.68825712264468	14.223254206234222	13.58458308527623	13.456908804034041	0.4033761802685065	-0.1253680020530048	-0.19739292391182914	-0.7686516813893611	-1.210248232200755	0.7663454022001801	1.2066169771352322	0.12767428124218938	0.20102417897735753	0.029067611391439336	-0.7353295721744413	-4.508425617154174	4.494898439072654	0.7488567502559816	41.631509535107966	4.80356102171096e-09	1.8496603645046058e-07
L1CAM	8.918342287176797	10.607474890479102	8.705444975955226	9.974730559740253	9.551498178337845	0.8036349563420128	-0.6331558911610475	-0.7062870484267912	1.0559767121412573	1.177944777324943	-0.8460532023826186	-0.9437745545209841	0.4232323814024088	0.4721168256228323	0.05798756760896748	-2.6293185545667037	4.385174648429717	-3.5134212825469384	1.7575651886839252	41.57623725974676	4.935032370722367e-09	1.892683614819442e-07
PRKCD	14.284559569581718	13.67015152978064	15.16303380439317	14.208786064455966	14.331632742052872	0.38203077013760484	-0.04707317247115306	-0.07615953720937957	-0.661481212272232	-1.0702083661394353	0.8314010623402979	1.3451211554102551	-0.1228466775969057	-0.19875325206142883	0.027573430551086943	-0.28348368349451336	-3.983566876276761	5.006856840972673	-0.7398062812013549	41.56509681627684	4.961963274236512e-09	1.8954304332023774e-07
SAPCD2	8.491395133357397	8.055515933620121	6.206746715148105	5.4604033547582755	7.053515284220975	2.108842130438324	1.4378798491364222	0.9901490218111325	1.0020006493991467	0.6899950391908956	-0.8467685690728697	-0.5830995342701729	-1.5931119294626992	-1.0970445267318552	0.152479102965795	3.682285291963915	2.5660365544706267	-2.1685006918116474	-4.079821154622895	41.491104474389346	5.1445961494731375e-09	1.9573963444900176e-07
CCDC178	14.586767489794958	13.115455537922154	13.91590599065014	13.521019452713722	13.784787117770243	0.3926476069498346	0.8019803720247154	1.2798593981427593	-0.6693315798480892	-1.068168676970959	0.1311188728798971	0.20924916317534314	-0.2637676650565215	-0.42093988434714064	0.028423242828038073	4.7569318179119815	-3.970127948236801	0.777729181521561	-1.564533051196731	41.44294259371149	5.267064865630883e-09	1.996071855006676e-07
MLF2	13.249938373977203	11.865689463637535	11.854956257234095	12.020478640524493	12.247765683843332	0.4520969948635354	1.0021726901338717	1.4904820619440808	-0.38207622020579635	-0.5682431362563515	-0.39280942660923657	-0.584206105282512	-0.22728704331883876	-0.33803282040521715	0.03273224111207582	5.5392975312341495	-2.1118454774960256	-2.1711710052400126	-1.2562810484981108	41.43593406716759	5.2851276305527654e-09	1.9950316425881856e-07
SPIB	8.055948307162167	7.001267275283439	9.726661942094141	8.250762948201793	8.258660118185386	1.2590735200008452	-0.2027118110232191	-0.1806564652546058	-1.2573928429019468	-1.1205866362127588	1.4680018239087556	1.308281047641042	-0.007897169983593244	-0.007037946173680595	0.0913780463603127	-0.6705916158111555	-4.159585442874945	4.856301712957104	-0.0261246542710161	41.33619299660424	5.548994244759856e-09	2.086421836029706e-07
CDH26	6.150819036175042	7.118220266969135	6.193630737584885	9.160723797022287	7.155848459437838	1.9856293619982184	-1.0050294232627959	-0.7132301330085881	-0.03762819246870297	-0.026703258728683274	-0.9622177218529524	-0.6828483404121714	2.0048753375844495	1.4227817321494414	0.14560497629454647	-2.6338477529260147	-0.09861097385449018	-2.5216525266497674	5.254111253430268	40.91129463833968	6.828700193688085e-09	2.5575616194172404e-07
PRKCA	11.36121637747432	11.409600873720285	12.831002632326824	11.980498669319955	11.895579638210346	0.46798229124205193	-0.5343632607360274	-0.7811274171877023	-0.4859787644900617	-0.7103993949571293	0.9354229941164771	1.3673929348468914	0.08491903110960841	0.12413387729793518	0.034335671974106904	-2.8837912227606908	-2.622675244466029	5.048185042298791	0.45828142492790974	40.88887134012974	6.903885615288992e-09	2.5756597384976987e-07
UVRAG	12.126525289106723	11.088880561631408	11.824701674598096	10.556355031206312	11.399115639135633	0.505579839347724	0.72740964997109	1.0230201417670883	-0.31023507750422574	-0.43631086414939696	0.4255860354624623	0.5985390575313443	-0.8427606079293213	-1.1852483351490282	0.037184905488162334	3.772208742024536	-1.6088203826971648	2.207008614085432	-4.370396973412775	40.789118545051025	7.248505529710545e-09	2.693746938715686e-07
SLC18A2	9.62356010232099	9.314158197331041	11.202916156088124	9.92237971008066	10.015753541455204	0.6880418221880856	-0.3921934391342141	-0.47281680672122267	-0.7015953441241631	-0.8458225893619368	1.1871626146329195	1.4312081246149202	-0.09337383137454403	-0.11256872853176288	0.050671723667127314	-1.7422781309763622	-3.116763573508049	5.273845136098337	-0.41480343161393396	40.73525266525192	7.441688522313111e-09	2.754861372661703e-07
CWF19L2	11.892607778036197	12.972042725150898	11.479084395760738	12.552195056916455	12.22398248896607	0.44399999167542736	-0.3313747109298735	-0.49731078864379974	0.748060236184827	1.122651831113543	-0.7448980932053324	-1.1179062432123898	0.3282125679503842	0.4925652007426547	0.03283114853862952	-1.8288425769006307	4.1285118172782695	-4.111060088089524	1.811390847711914	40.571226847548	8.062195478526018e-09	2.9730896249272097e-07
CNTN1	9.692829429002773	10.370154203089252	11.509503819881497	10.859881368351312	10.608092205081208	0.5900870413679504	-0.9152627760784355	-1.1914827556501677	-0.23793800199195658	-0.30974604637802555	0.9014116148002884	1.1734514096367827	0.2517891632701037	0.3277773923914106	0.0436506471854604	-4.380770039702751	-1.1388550891353744	4.3144735028738594	1.2051516259642663	40.55520910337174	8.125493167624146e-09	2.9849512831869846e-07
EML5	8.538153328246498	9.975965157331334	8.138271577170746	9.913466857433479	9.141464230045514	0.88758646578209	-0.6033109017990164	-0.6403771653516804	0.8345009272858199	0.8857710621590386	-1.0031926528747679	-1.064826883508876	0.7720026273879643	0.8194329867015179	0.06617231747237058	-2.3453248260152866	3.244058306024468	-3.8998344419891353	3.001100961979954	40.23977849133169	9.478232954729554e-09	3.468599143891105e-07
C5orf25	9.61168482706626	7.622621245206566	9.696760360867346	8.475711479320571	8.851694478115187	0.9812353013085001	0.7599903489510726	0.7672227905207734	-1.229073232908621	-1.2407696976784217	0.8450658827521593	0.8531079449020118	-0.3759829987946155	-0.379561037744368	0.07315752143043425	2.809820557771134	-4.544104068688908	3.1243600570786914	-1.390076546160934	40.237911924403846	9.486873122705519e-09	3.4585604372813884e-07
YK041	12.985080970782352	14.054531522712148	12.68721856967264	13.671733474452544	13.349641134404921	0.39077390073742513	-0.3645601636225688	-0.583185121417255	0.7048903883072271	1.1276097273107473	-0.6624225647322817	-1.0596741563976233	0.32209234004762344	0.515249550504131	0.029304535756385818	-2.1296183862378766	4.1176949129734695	-3.8696144397532977	1.8815379130177052	40.004786697800256	1.0630225829415028e-08	3.860704744410276e-07
CBLB	12.04755515042939	10.979119792343512	12.552920987177378	12.164163296936938	11.935939806721805	0.4535714211293893	0.11161534370758552	0.16572997304227235	-0.9568200143782928	-1.4207164527903902	0.6169811804555732	0.9161130630245268	0.22822349021513233	0.33887341672358845	0.03413601181619502	0.6041120671654524	-5.178737058819494	3.339377579696208	1.2352474119578238	39.8615477026115	1.1399975015086543e-08	4.1246400167792365e-07
GNPDA1	13.24722246468851	14.077959538822508	14.537168260494166	14.532792003593423	14.098785566899652	0.36871147120924624	-0.8515631022111414	-1.402405191259342	-0.020826028077143732	-0.0342975521283889	0.4383826935945141	0.7219549128641856	0.43400643669377104	0.7147478305235455	0.02790476081938959	-5.097740021634936	-0.12467153232083691	2.6243046418124165	2.598106912143356	39.63963069911506	1.2703901412545186e-08	4.579135591860272e-07
SEMA3C	9.307497791094484	10.668680585915373	9.544950414093792	10.934028702914334	10.113789373504495	0.6514602309100694	-0.8062915824100116	-0.9989601671956369	0.5548912124108778	0.6874860539514883	-0.5688389594107033	-0.7047667052430491	0.8202393294098389	1.0162408184871998	0.04934860398566815	-3.62956593374825	2.4978733319810713	-2.5606598827370517	3.6923524845042386	39.60356595493159	1.2929451885315345e-08	4.642980699490769e-07
KEL	8.744365570414901	10.152603098299544	8.365791031623523	10.046601384671272	9.327340271252309	0.8209439083432803	-0.5829747008374078	-0.643417643760206	0.8252628270472346	0.9108262552369514	-0.9615492396287859	-1.0612428725169	0.7192611134189626	0.7938342610401588	0.06223601066990524	-2.3368392307350496	3.308045009742463	-3.8543456212085108	2.8831398422011114	39.572454894201066	1.312723246188703e-08	4.696414359872121e-07
H3F3C	9.890882517548496	11.456866347179048	10.009947497338324	10.988514463587038	10.586552706413226	0.5784832221135731	-0.6956701888647299	-0.9146564671434841	0.8703136407658221	1.144274992246989	-0.5766052090749021	-0.7581116625532589	0.40196175717381166	0.5284931374497563	0.04386842160119439	-3.321447474452511	4.155275143844484	-2.752976835996621	1.9191491666046565	39.56033982981208	1.3205065799680011e-08	4.706697802503046e-07
FHL2	10.732731980539262	11.080796904543922	9.322019110429974	9.948792577772151	10.271085143321327	0.6244499237239732	0.4616468372179341	0.5841993320341706	0.8097117612225944	1.0246643795875119	-0.9490660328913538	-1.2010127607777967	-0.3222925655491764	-0.40785095084388806	0.047367297590874706	2.121145991136812	3.720412917034302	-4.360709201699276	-1.480849706471846	39.549433183893946	1.3275529815547582e-08	4.7142881433877863e-07
PBK	10.221650674993688	11.403132150329226	10.049614987044361	11.432157817180753	10.776638907387007	0.5529248477982969	-0.5549882323933186	-0.7463640646835988	0.6264932429422192	0.8425260501159292	-0.7270239203426456	-0.9777225833584621	0.6555189097937468	0.8815605979261342	0.04203159323800801	-2.7070473262811316	3.055824897271006	-3.5461799815445576	3.1974024105546923	39.46494566603549	1.3834249714828463e-08	4.894567758884697e-07
PLCH1	13.54496478980945	12.747047475812716	14.14391628667675	12.999609118599246	13.358884417724541	0.3847747080651475	0.18608037208490913	0.29998345804348475	-0.6118369419118252	-0.9863531523341412	0.7850318689522098	1.265563756585599	-0.35927529912529543	-0.5791940622949455	0.02928357307660808	1.087398006436234	-3.5753919848965983	4.587491306702805	-2.0994973282424514	39.41882779043533	1.4149075609853514e-08	4.987549152473364e-07
MIB2	12.71831858830372	11.65438395438425	12.998977870205469	11.857170989400977	12.307212850573604	0.42542333816281025	0.41110573773011616	0.6302935787386161	-0.6528288961893551	-1.0008954473734315	0.6917650196318643	1.0605910106664413	-0.4500418611726271	-0.6899891420316288	0.032490524246713615	2.2807368458079362	-3.6217711914413706	3.8377814370258156	-2.496747091392391	39.28129951973687	1.513104550043393e-08	5.31415619993262e-07
YJ017	8.968865534119855	7.213312214717038	9.535884942962731	8.974450561973425	8.673128313443263	1.0178892150109455	0.29573722067659247	0.29312693750283825	-1.4598160987262245	-1.4469312363116702	0.8627566295194686	0.8551416289188432	0.30132224853016254	0.2986626698899879	0.078041631231854	1.058626637976206	-5.225585758608578	3.088340209630463	1.0786189110019067	39.12870088479688	1.6300474117279533e-08	5.703976125418837e-07
TYMP	12.875758155645157	12.85658047067582	14.105424135563803	12.852786604213225	13.1726373415245	0.3868082979705762	-0.2968791858793427	-0.4773444300408568	-0.31605687084867995	-0.5081797379257009	0.9327867940393038	1.4998039664905705	-0.319850737311274	-0.5142797985240013	0.02972690875108054	-1.7218879047355133	-1.833117742865528	5.410127670607615	-1.8551220230065326	39.03617774820089	1.7053039255326147e-08	5.945619650184258e-07
SMPDL3A	7.729525933233344	8.127043350541435	10.060493068162693	8.446351257272786	8.590853402302564	1.0459087968251757	-0.8613274690692201	-0.8422119318439177	-0.4638100517611292	-0.45351666320881684	1.4696396658601287	1.4370237877541066	-0.14450214502977765	-0.14129519270137028	0.08045614053451587	-3.036607776636684	-1.635161144439156	5.181210861679787	-0.5094419406039413	38.99921584144886	1.736329219126828e-08	6.031856722097112e-07
NMNAT3	11.292833071319002	12.593269296121951	11.065678359961455	11.81902137619692	11.692700525899832	0.46001061497672197	-0.3998674545808303	-0.5895655946814663	0.9005687702221188	1.3278008912331567	-0.6270221659383779	-0.9244830803433006	0.12632085029708762	0.18624778379160759	0.035408234362151104	-2.125024407219107	4.785912419672683	-3.332197685063413	0.6713096726098273	38.974884508935645	1.757059649046883e-08	6.08183679244098e-07
LITAF	12.244970436160811	12.096589803472876	13.513839777315447	12.693482547084995	12.637220641008533	0.4059228126374741	-0.39225020484772166	-0.6156607251273355	-0.540630837535657	-0.8485532176907787	0.876619136306914	1.3759074347169153	0.056261906076462864	0.08830650810119613	0.03128157015290013	-2.217782269340905	-3.056726219457238	4.9564037276186115	0.3181047611795209	38.929261925156986	1.796598944839017e-08	6.196327583854854e-07
HIST1H1E	15.780867712408199	16.18575922544305	15.077819082211931	16.40073396903508	15.861294997274564	0.33885816574973987	-0.08042728486636541	-0.13816385104538947	0.32446422816848575	0.5573882963314537	-0.7834759150626329	-1.3459120223469463	0.5394389717605161	0.9266875770608882	0.026185484251418385	-0.49701912766380396	2.0051022225897746	-4.8416717846069925	3.3335886896810436	38.82206215812698	1.8930371971820002e-08	6.50553428192868e-07
HEATR6	11.700892896249048	11.702592545865752	10.387200380054505	10.560928353019492	11.0879035437972	0.5074287636191973	0.6129893524518479	0.8605287610983148	0.6146890020685518	0.8629147689027135	-0.7007031637426948	-0.9836634567654031	-0.5269751907777085	-0.7397800732356301	0.03940406845898552	3.0880363116420213	3.0965985806479295	-3.5299092955939377	-2.654725596696031	38.632718660564024	2.0761747018580584e-08	7.10941537193395e-07
DPP4	12.348772260156945	10.932964995927753	11.422939923417491	10.834608652840462	11.38482145808566	0.47918751988759284	0.9639508020712846	1.3925221748912333	-0.45185646215790776	-0.6527513043930813	0.03811846533183072	0.0550658893932552	-0.5502128052451987	-0.7948367598913944	0.037278839295298606	4.992564428820818	-2.3402880054199735	0.19742594091732926	-2.8497023643181274	38.56242809158695	2.1485768976333453e-08	7.331158467796625e-07
FAM103A1	11.720376985654864	11.078994368620595	12.692181558456989	11.72281714110227	11.803592513458678	0.4426941490802616	-0.08321552780381403	-0.12506980739206833	-0.7245981448380832	-1.0890437494454666	0.8885890449983105	1.3355159024004526	-0.08077537235640797	-0.12140234556290964	0.03480739064109216	-0.44603469152076336	-3.883841375990873	4.76283154159584	-0.4329554740841759	38.15518551605836	2.6205281384585823e-08	8.909795670759179e-07
MX1	9.09648225992458	9.270600845224436	10.94074028020138	9.636358515623922	9.736045475243579	0.6956356243377866	-0.639563215318999	-0.7668184786601105	-0.4654446300191424	-0.5580551453600685	1.2046948049578017	1.4443955115941423	-0.09968695961965679	-0.11952188757395894	0.054857306945721676	-2.730651240665636	-1.9872421145875325	5.143512455044326	-0.42561909979114243	38.04245941344224	2.7685720597414552e-08	9.379883006643489e-07
ANXA2	14.802193130435098	14.38353400019298	15.596053110356571	14.327189664449175	14.777242476358456	0.34287576239974626	0.02495065407664221	0.04261019698338038	-0.3937084761654752	-0.6723669716996488	0.8188106339981154	1.3983474060268657	-0.4500528119092806	-0.7685906313105941	0.02704493970455802	0.1517186348424616	-2.394041949611704	4.978980959901269	-2.7366576451320155	38.03400186637795	2.780010534415649e-08	9.385472184499029e-07
