	mean_A_value	estimated_variance
0	4.163412827559334	0.5579291827563633
1	4.625822314674321	0.45490925997640125
2	4.957222682261426	0.4206772976915651
3	5.246535163825321	0.33524305486016887
4	5.50551175352073	0.2976289549152426
5	5.748575561970519	0.2925013775288307
6	5.978714885569709	0.27549481419737404
7	6.196642254807342	0.23672480859726763
8	6.407298470562315	0.20009015500772132
9	6.604715819597444	0.19500276875165806
10	6.788032347238809	0.17788646846030948
11	6.954451914052396	0.16989982058708825
12	7.112055788000549	0.15132543599066003
13	7.27040190387785	0.12331375728674512
14	7.425791332628157	0.1151414856060101
15	7.5799645991790205	0.09744718741610231
16	7.724904361772758	0.09609621192791226
17	7.856053172706422	0.09746497500524101
18	7.978821105398749	0.10007375984319698
19	8.094824772530812	0.10357276845175577
20	8.206973319944831	0.09242381603073639
21	8.32233180045858	0.09158553137976276
22	8.434608879040061	0.08790160967738615
23	8.54874090777901	0.08943122648984245
24	8.663034061149565	0.09006315948332047
25	8.772977364330512	0.07770382394695972
26	8.878548859219656	0.0674860820403779
27	8.977867471905551	0.06310629157485541
28	9.07244584539865	0.06563402542894964
29	9.16358077151866	0.06566687556737388
30	9.260320250718891	0.06867285200311145
31	9.361665082412191	0.07382666429746332
32	9.464121912972848	0.06777484486122724
33	9.567531744338314	0.06448978565490301
34	9.667281340892156	0.0634654330203562
35	9.7644499488371	0.05672893080921108
36	9.860153840614197	0.05311434870750994
37	9.955298844444767	0.05475740913441695
38	10.050939677101239	0.05029539205684902
39	10.144264712397968	0.05024616929927251
40	10.238174408528442	0.04718058933050779
41	10.330490603019113	0.043726219121373804
42	10.419611279038708	0.04752842452545924
43	10.504822087796219	0.0486416053790003
44	10.58922390146775	0.0492473943135546
45	10.674653485250856	0.05355397860032174
46	10.75951352968133	0.04483792043905636
47	10.848359809698845	0.04293270398873509
48	10.93734742536682	0.039628507931660936
49	11.028481210179853	0.032136554433494446
50	11.12260729826899	0.03294813369222351
51	11.218215324786287	0.03087500457814842
52	11.313614331866575	0.03326681210700629
53	11.407394783410659	0.03483582469073978
54	11.500828976557706	0.036202978069039236
55	11.593634117049824	0.03699177113661491
56	11.686448204735322	0.03642598876721767
57	11.779389785326334	0.03312412303611162
58	11.870592799842646	0.030440331876178648
59	11.964546603822	0.030654967009656836
60	12.060500785614114	0.02951255378916766
61	12.155370206258459	0.03028834383102363
62	12.252443304057024	0.032340586456434506
63	12.351365882093166	0.030928524621225948
64	12.450477835085907	0.028498656172608827
65	12.548176060725956	0.028135428543795703
66	12.642884542079992	0.027535929848365663
67	12.733803533228867	0.027893219779442643
68	12.827053064242877	0.026798594310326298
69	12.927624855942117	0.028097947793620813
70	13.03295444722701	0.030687199928667565
71	13.142889727368356	0.0319827244088593
72	13.252247100415957	0.031807119899598654
73	13.360101312289643	0.03034907085863573
74	13.469036822511173	0.026598408714988565
75	13.580492668812303	0.02695292080234921
76	13.700121599639237	0.028954036687018434
77	13.830563944403144	0.027201015951193695
78	13.968549315744015	0.02732789519126709
79	14.120828135258446	0.02509880927522898
80	14.280324412247023	0.024040616372193575
81	14.441562452173644	0.027171010242061987
82	14.610625837583939	0.028891655093268766
83	14.78298989555326	0.03126978900983819
84	14.969809795854845	0.032225012678029276
85	15.172909946958598	0.03187927968662163
86	15.398361692597723	0.031361930478349655
87	15.651309688840552	0.030541283339410027
88	15.926033511518549	0.028804166536827908
89	16.234918027481168	0.0257261559578545
90	16.601803190649882	0.027662114141108758
91	17.0513082647199	0.027122460444574923
92	17.728615102621742	0.031061569490024976
93	18.0723350001999	0.0322711149976727
94	18.521676726420996	0.028618852718884896
