Gene	N137	Set2_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	17.950298846145802	17.65409436283573	0.2962044833100741	17.65409436283573	0.08019315563744439	0.30201704282306385	0.28619552697499906	1.0665047624934094
43161	18.843102276468926	18.622274229044603	0.22082804742432316	18.622274229044603	0.0785224668065172	0.21970215717405717	0.43301755734843406	0.7840384362364556
43164	16.739282019011025	16.664179043743083	0.07510297526794218	16.664179043743083	0.08322011562878107	0.07959201076941602	0.7826231081496626	0.27590229890997237
43165	14.209723558182425	13.969811432273076	0.23991212590934907	13.969811432273076	0.11655424242217255	0.17057252032206693	0.6173384525762509	0.49962599198918106
43344	16.011359080564045	15.08411795576932	0.9272411247947243	15.08411795576932	0.09774297429809531	0.8979777587430864	0.004075555723269052	2.872253748746359
43345	17.8495793416584	17.66029180291259	0.1892875387458126	17.66029180291259	0.08018112618930451	0.1950720788107705	0.49088335288243723	0.6889045230876917
43346	13.674258155572598	12.714480792496515	0.9597773630760837	12.714480792496515	0.14113370381435547	0.8384261139934549	0.02563017088464546	2.2317699572753056
43347	17.455478260336754	16.698484006489704	0.7569942538470507	16.698484006489704	0.08306249488801098	0.7617723754126466	0.008213727399571753	2.6431556205943587
43348	15.49071685016972	15.606696303889034	-0.11597945371931395	15.606696303889034	0.09113305894414148	-0.13022305490169428	0.6661993836559406	-0.43136996707717695
43349	16.56302345247226	16.376324756895375	0.18669869557688656	16.376324756895375	0.0847518802368149	0.18791338595936924	0.5186159277350357	0.6454803816434921
43350	18.27480993254107	18.144824800888706	0.12998513165236503	18.144824800888706	0.07932914987449952	0.13274375011033623	0.6374263275698168	0.47130026343684417
43351	16.849851579266986	16.564825519259752	0.2850260600072332	16.564825519259752	0.08370529825344775	0.2885563053600467	0.3185874060481746	0.9973649332013726
43352	18.736499180468403	18.926412946821795	-0.18991376635339208	18.926412946821795	0.0780086038935458	-0.19358283502437723	0.48824710388613124	-0.6930995120216076
43353	15.98125445209015	15.920419971564398	0.060834480525752355	15.920419971564398	0.08807632678762256	0.053966866448389106	0.8557056037341141	0.1818434258430597
43354	18.277864099428086	18.134214365681274	0.14364973374681256	18.134214365681274	0.07934707692168191	0.14648841811080338	0.6030348001403592	0.5200412853381418
43358	15.005461993484799	14.597763841951384	0.40769815153341504	14.597763841951384	0.10531970647623434	0.3620197905527066	0.2646275079747007	1.1155203381579806
A1BG	18.064297720436226	17.668112322398546	0.39618539803768016	17.668112322398546	0.080166013446959	0.4019341118005717	0.15573013397241145	1.4195795105273625
A1CF	18.920524610228377	18.922378180147224	-0.0018535699188468868	18.922378180147224	0.07801542090445357	-0.005488900262747398	0.9843214021421303	-0.019651473110897228
A2M	19.317038443702863	19.36421176803372	-0.0471733243308563	19.36421176803372	0.07726891320500878	-0.054503224226683966	0.8445523226596238	-0.1960739023677882
AAAS	16.924719630292252	16.74130415350025	0.18341547679200332	16.74130415350025	0.08287258775419648	0.1885251179240388	0.5125430336723735	0.6548830817561079
AACS	16.06801253161785	16.44500570196584	-0.3769931703479905	16.44500570196584	0.0843505223554179	-0.37486106853063217	0.19680654883545412	-1.2907033896569853
AADAC	17.316798359371106	16.67583105224219	0.6409673071289141	16.67583105224219	0.08316602293768494	0.6455569047902306	0.025186968304774106	2.2385230146325656
AADAT	17.643993250447	16.67280045896604	0.9711927914809593	16.67280045896604	0.08318003670195945	0.9757564695408483	0.0007163787287586771	3.383232823704329
AAGAB	13.47953492561003	13.530970612365884	-0.05143568675585364	13.530970612365884	0.1250085269241487	-0.13848237413203557	0.6952991442699501	-0.3916739444260552
AAK1	16.017099226644213	16.052375285940887	-0.03527605929667388	16.052375285940887	0.08698760361945407	-0.039464587777289006	0.8935551787184453	-0.13380701651476062
AAMDC	16.51032278839507	16.779254611788904	-0.26893182339383515	16.779254611788904	0.08271044604719413	-0.2635550174679081	0.35945046795214974	-0.9164127167381486
AAMP	16.909821256224607	17.203624174894006	-0.29380291866939956	17.203624174894006	0.08124195681536905	-0.28698605044581793	0.3140003717275025	-1.0068635053648882
AAR2	14.949138354436526	14.716030351932751	0.23310800250377461	14.716030351932751	0.10337049516890134	0.1915996460040943	0.5512209320356525	0.5959315848970285
AARS	18.886553666837838	19.35730684802934	-0.4707531811915011	19.35730684802934	0.07728057953389061	-0.47802534281684383	0.08551360309795442	-1.7195536744106903
AARS2	17.762255495577097	17.762837545843915	-0.0005820502668179017	17.762837545843915	0.07998837766504097	0.004692881227884138	0.9867612722412665	0.01659304605359966
