Gene	T131	Set2_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	17.686201787819844	17.904653302514323	-0.218451514694479	17.904653302514323	0.6334296965376204	-0.2755753811252402	0.729153987858532	-0.3462511357662734
43161	18.399974926636162	18.87283344129248	-0.4728585146563198	18.87283344129248	0.7987663390584684	-0.44608985935555023	0.6176887761049226	-0.4991286204539967
43164	16.369675471669357	16.91473743361636	-0.5450619619470025	16.91473743361636	0.5391650064740806	-0.6465275965864774	0.37859195433745174	-0.8804936302493348
43165	13.640225136332663	14.220363761782185	-0.5801386254495213	14.220363761782185	0.6648484124068746	-0.5540892379832814	0.4967924309614029	-0.6795452748033743
43344	14.666590714472223	15.334674142150929	-0.668083427678706	15.334674142150929	0.6210841878405147	-0.704314936223827	0.3714825309233072	-0.8936998028113965
43345	18.29669450245087	17.910850744981236	0.3858437574696332	17.910850744981236	0.6343421548120174	0.32917607111255126	0.6793860870108157	0.4133010140447594
43346	13.43130604252304	12.965023178721474	0.4662828638015668	12.965023178721474	0.6302688518252977	0.5380240744337531	0.49796063886444686	0.6777020303150876
43347	15.635762612778421	16.949042422384064	-1.3132798096056426	16.949042422384064	0.5402733976786915	-1.4144046163465107	0.054320269301251445	-1.9242738282462535
43348	15.867080238812568	15.857253496356693	0.009826742455874893	15.857253496356693	0.5783309113964055	-0.05946092547063492	0.9376780266114162	-0.07818860443330855
43349	17.379200071900062	16.626882902233714	0.7523171696663482	16.626882902233714	0.5372124424163099	0.6520875886235751	0.3736387537789121	0.8896781052232732
43350	18.740832813827467	18.3953839013353	0.34544891249216647	18.3953839013353	0.7131063172143995	0.32856084776204303	0.6972171259916018	0.38907978618873224
43351	16.850962880487874	16.815383830184334	0.03557905030353936	16.815383830184334	0.5370317221225798	-0.06627693152164177	0.9279372621226954	-0.09044038935123831
43352	19.439113469478954	19.176972213241587	0.26214125623736706	19.176972213241587	0.8539526180001273	0.31706319582168574	0.7315183413549033	0.3431064999650186
43353	16.26351915596996	16.170977614473642	0.09254154149631688	16.170977614473642	0.5557787624958006	0.006868374622466089	0.9926491608636172	0.009213040943109947
43354	18.501249625417266	18.384773463198773	0.11647616221849333	18.384773463198773	0.7112586875386588	0.09864893787654866	0.90688294493185	0.1169711128274561
43358	15.65266367954617	14.848318701002645	0.8043449785435257	14.848318701002645	0.6523302764665284	0.7987249958267848	0.32269966867973576	0.9889253457866247
A1BG	17.648076349007557	17.918671267468568	-0.27059491846101125	17.918671267468568	0.6354977456136137	-0.326684646247219	0.6819528306435145	-0.40979977588028577
A1CF	19.654552212482088	19.17293744592055	0.48161476656153823	19.17293744592055	0.8532205055061611	0.5361632189029143	0.5616097896700585	0.580452085168745
A2M	19.86029176103012	19.614771094871394	0.24552066615872548	19.614771094871394	0.9333916551446974	0.34096843641749125	0.7241447912304521	0.35292483564134813
AAAS	16.594975280875193	16.99186260101839	-0.39688732014319683	16.99186260101839	0.5419170564665812	-0.49744256596790776	0.49920879071180047	-0.6757351879172527
AACS	18.557054557766698	16.695563910155474	1.8614906476112232	16.695563910155474	0.5365431655531703	1.7603268526271223	0.01625203413840473	2.403205893054239
AADAC	16.154203183410004	16.92638945102325	-0.7721862676132467	16.92638945102325	0.5395204454253326	-0.8735477922477752	0.2343310094223393	-1.1892761700648509
AADAT	14.81730840990509	16.923358855437176	-2.1060504455320856	16.923358855437176	0.5394259067441955	-2.207440207350313	0.0026510648846674173	-3.005543711709315
AAGAB	13.19120953193013	13.781520393628183	-0.5903108616980521	13.781520393628183	0.6587441337238357	-0.5465196688462026	0.5007181892127484	-0.6733601581047521
AAK1	16.030490809102822	16.302933090931326	-0.2724422818285035	16.302933090931326	0.5482522975662409	-0.36365062218125505	0.6233363906297293	-0.49112733291685245
AAMDC	17.73909813081046	17.029813086560534	0.7092850442499277	17.029813086560534	0.5436102491862798	0.6093655965226745	0.40852995462784925	0.826483358033243
AAMP	18.329940385187545	17.454182910230113	0.8757574749574317	17.454182910230113	0.5762741785541503	0.790554963882121	0.29769003550599993	1.0413997996183353
AAR2	15.370660166599995	14.966585576038844	0.4040745905611516	14.966585576038844	0.6463448001554521	0.3914185464034298	0.626353435252782	0.48686580185261336
AARS	19.4083741245375	19.607866174049438	-0.19949204951193877	19.607866174049438	0.9321387504784858	-0.10468344866130286	0.9136569253836302	-0.10842707450788963
AARS2	18.11014314250544	18.01339652600476	0.09674661650067762	18.01339652600476	0.6498487191559505	0.04785348656331406	0.9526638960429951	0.05936185338423066
AARSD1	18.102107680990084	17.638029422139592	0.4640782588504919	17.638029422139592	0.5972265461878079	0.38901991091951754	0.614691979454506	0.5033873276185231
AASDHPPT	17.539417226547602	16.945810200208026	0.5936070263395763	16.945810200208026	0.5401609880240872	0.4924456871454716	0.5028362247154436	0.6700338299447736
AASS	17.135608748476763	19.52417748299994	-2.388568734523176	19.52417748299994	0.9169533552757574	-2.301506964158292	0.016240307914823192	-2.403469810254586
AATF	16.605446123047063	16.218708836065854	0.3867372869812087	16.218708836065854	0.5528901646701065	0.2989543475478155	0.6876435672428816	0.4020549758669446
ABAT	17.630109032821046	19.54404420053726	-1.9139351677162146	19.54404420053726	0.9205581906890252	-1.8250343902986463	0.05715116513386472	-1.9021529244565292
ABCA1	17.71630262974157	17.57513462873949	0.14116800100207882	17.57513462873949	0.5896546900878188	0.06241547644432016	0.9352178328812817	0.08128181849480244
ABCA10	13.312843055963803	15.657868065974096	-2.3450250100102927	15.657868065974096	0.5946104415830263	-2.402212501814728	0.0018377900080937205	-3.115266157431225
ABCA2	13.893537877086658	14.780043570874682	-0.886505693788024	14.780043570874682	0.655208031150739	-0.8882340715815421	0.27249653231810156	-1.0973314390446627
ABCA6	17.321417688529674	18.8025161888603	-1.4810985003306243	18.8025161888603	0.7860072047398694	-1.4608389183368393	0.09940573823975042	-1.647741450637449
ABCA8	15.971063655831472	17.992462436917766	-2.021398781086294	17.992462436917766	0.6466226733079877	-2.0719125458592496	0.009977913191086053	-2.576593790327671
ABCB1	17.330832749539837	18.832005404310927	-1.5011726547710893	18.832005404310927	0.7913580516406398	-1.4781833378444265	0.09658125398075257	-1.661658562709479
ABCB10	18.833649065541746	18.855614219872884	-0.02196515433113788	18.855614219872884	0.7956418944165371	0.003209565304473083	0.9971290441124698	0.003598217365889841
ABCB11	17.46779889325453	19.024780745386987	-1.5569818521324592	19.024780745386987	0.8263373266522366	-1.5161478554716363	0.09534102265417123	-1.6678725864259694
ABCB4	17.778366064469076	19.02489856679529	-1.2465325023262146	19.02489856679529	0.8263587054625144	-1.2056875992637472	0.1847315284063763	-1.3263266340747892
ABCB5	12.69918500736034	13.048006401830445	-0.3488213944701055	13.048006401830445	0.63361013200515	-0.27978863414459537	0.7252171079746254	-0.35149488659784134
ABCB6	16.803130758012525	17.11695095356284	-0.3138201955503135	17.11695095356284	0.5483128723449975	-0.41182829705455976	0.5780995441254535	-0.5561628337168862
ABCB7	16.973340121269473	17.60475874157182	-0.6314186203023482	17.60475874157182	0.5931708805635474	-0.7084589807838135	0.35764253171211413	-0.9198664908984671
ABCB8	16.83747388178638	17.977747447784587	-1.140273565998207	17.977747447784587	0.6443730929881766	-1.191916494672041	0.1375885025063784	-1.4848313595734
ABCC1	15.359314747547886	16.148097470419174	-0.7887827228712876	16.148097470419174	0.5572246380584228	-0.8734038828985613	0.24198568114836816	-1.1700379895737103
ABCC11	14.7801078590178	15.454422426414748	-0.674314567396948	15.454422426414748	0.611480287290052	-0.7184040067484072	0.35824830522678985	-0.9187080363895099
ABCC12	12.971503465858238	13.554200279717419	-0.5826968138591813	13.554200279717419	0.6523413126896223	-0.530673333316747	0.5111571296363333	-0.6570369941547989
ABCC2	17.716797995793655	18.294516559000115	-0.5777185632064601	18.294516559000115	0.6957148520785948	-0.6034388893408513	0.46939411407273435	-0.7234652206488938
ABCC3	18.141014526889226	18.552304175948624	-0.41128964905939824	18.552304175948624	0.7408345651419846	-0.41406485742622906	0.6304671588134594	-0.48106942324900337
ABCC4	17.33567860531645	16.762240373001667	0.573438232314782	16.762240373001667	0.5365445844114478	0.4717372586864232	0.5195644683282119	0.6440169104849156
ABCC6	17.238634822811434	18.57846793256872	-1.3398331097572864	18.57846793256872	0.7455180977779299	-1.3402218192720459	0.1206144532947988	-1.5521996773256506
ABCC9	13.113403000304718	13.725786621705774	-0.6123836214010563	13.725786621705774	0.6573412345425337	-0.5665247154759964	0.48470666922013095	-0.6987525781527255
ABCD1	16.947719986573418	17.333234573494305	-0.3855145869208876	17.333234573494305	0.5645739805274591	-0.47623612931337217	0.5262021369992747	-0.6338141202490857
ABCD3	17.71227146281474	18.772867668388333	-1.0605962055735922	18.772867668388333	0.7806279205060027	-1.043080845242276	0.23776906338553838	-1.1805813818977073
ABCD4	16.022278447571907	16.39085372476444	-0.3685752771925337	16.39085372476444	0.5441099595993988	-0.46292036614609894	0.5302849321394584	-0.6275711207325433
ABCE1	18.53426041002903	18.467245706989857	0.0670147030391739	18.467245706989857	0.7257178885273224	0.05654164977788617	0.9470817034635833	0.0663719476640853
ABCF1	19.279590050728654	18.55316220444966	0.7264278462789946	18.55316220444966	0.7409879345668688	0.7237307774513789	0.40048301596451574	0.8407589006374454
ABCF2	18.337529698598264	18.012267867887896	0.3252618307103674	18.012267867887896	0.6496740282525293	0.2762809038922401	0.7317713120664345	0.3427702454232773
ABCF3	18.632176715829782	18.159478921461076	0.47269779436870607	18.159478921461076	0.6731384280857429	0.4355446728568824	0.5955153650346168	0.5308606251153009
ABCG5	14.46604521909525	14.652126993811208	-0.18608177471595866	14.652126993811208	0.6595170816793342	-0.18083903992110606	0.8237853840301085	-0.22267895189305623
ABCG8	14.562790650756352	15.463700361324184	-0.9009097105678325	15.463700361324184	0.6107209677704318	-0.945605754277838	0.22627534282783313	-1.2100092517385843
ABHD10	16.842249119295865	17.250207283602183	-0.4079581643063186	17.250207283602183	0.5575925543255771	-0.501886375304258	0.5015072022232689	-0.6721201615754522
ABHD11	15.804978605088422	16.4653255386365	-0.6603469335480767	16.4653255386365	0.5412259029428156	-0.7569677402400636	0.30351005935933517	-1.0289353420523957
ABHD12	15.911919532485955	16.282146214395567	-0.37022668190961205	16.282146214395567	0.5493392084761328	-0.46062640355465595	0.5342825575536262	-0.6214819644262823
ABHD13	13.115944124214296	12.722403249044223	0.3935408751700731	12.722403249044223	0.6204827950123797	0.47319579466543343	0.5480228899730955	0.6007254127702275
