Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
MUC1	26.74676018290916	6.652759984380169e-06	0.000145631650069	19.71167615079337	0.0001947707426612	0.003492824211447	26.92089958003629	6.1164905147234965e-06	0.0001463908982767	24.459778637912944	3	3.299019775171067e-12	1.0239083685406264e-10
PABPN1	27.43881875349869	4.763215096782134e-06	0.0001077115715753	14.561760318396995	0.0022321686329573	0.0277180115298668	31.09926791855868	8.101045274797336e-07	2.2909212950292803e-05	24.36661566348479	3	3.744890489441085e-12	1.1592494774251526e-10
STEAP3	23.186041954504105	3.693302565616413e-05	0.0006836174710256	17.550073562699716	0.0005445543509765	0.0084816687381622	31.868257998362047	5.57895000008841e-07	1.632407219679048e-05	24.20145783852196	3	4.687991090411507e-12	1.4361527109874632e-10
DECR1	24.337478279870265	2.1238187130957823e-05	0.0004172781520729	17.928527445292183	0.0004550335846388	0.0071801915200552	25.06055506537473	1.499683560335243e-05	0.0003244187257443	22.44218693017906	3	5.0786382479256626e-11	1.4130564066287286e-09
CD151	32.23422581680043	4.671121121842901e-07	1.3019392243090036e-05	1.1753642813653844	0.7589188341762522	1.0	30.91524801935455	8.857023283821818e-07	2.477030489652268e-05	21.44161270584012	3	1.9517912704643635e-10	5.050313298302209e-09
GSTM4	20.253779861821712	0.0001503773867928	0.0024396250161918	5.461246768802187	0.1409749507237538	0.5393467278351343	37.45788557406973	3.6812657839579375e-08	1.3031166012863692e-06	21.057637401564545	3	3.2659037140688507e-10	8.323127460962105e-09
SERINC3	25.55655186822532	1.180997693226505e-05	0.0002435141050033	28.835176576661173	2.425316322154133e-06	6.846781664143718e-05	8.37831385055433	0.0388071267111695	0.2425205869283213	20.923347431813607	3	3.909159898018002e-10	9.87731106710745e-09
APCS	25.651672891963774	1.1280902523354171e-05	0.0002341153536664				27.913921519612384	3.786314495324119e-06	9.559263828095109e-05	26.78279720578808	2	9.025331944438705e-10	2.2050526909708202e-08
HPX	14.718051485735378	0.0020741554368836	0.0228061953312393	8.307464575113851	0.0400668793629337	0.2474900317571984	35.58333139527469	9.172101305993253e-08	3.126543892992448e-06	19.53628248537464	3	2.4831934555850423e-09	5.7576005122143386e-08
ECH1	17.362896010768946	0.0005950965956503	0.0078918204136863	21.47789797327568	8.375997092633064e-05	0.001636035972661	17.816711112790106	0.0004798403135446	0.0070302508456242	18.88583503227824	3	5.876815340574032e-09	1.301373434499774e-07
PON2	21.72321111165644	7.447866847602977e-05	0.0012843551678923	21.90641121500782	6.822228965257983e-05	0.0013545123277999	12.569402144478588	0.0056666756884868	0.0551629083367699	18.733008157047617	3	7.19132382541202e-09	1.5689557977028992e-07
TPRG1L	11.168306859236727	0.0108497350145665	0.0872711907044164	14.231185533114717	0.0026067763185949	0.0313986207574764	29.16663127456553	2.065951320563989e-06	5.475311824447599e-05	18.188707888972328	3	1.4732245703822453e-08	3.105326300315517e-07
PLEK2	3.28336181647606	0.3499650916101822	0.8228213090628806				43.9360063264093	1.5571670605569075e-09	6.975557221715987e-08	23.60968407144268	2	1.6917768031007135e-08	3.5035482831288857e-07
ACAT1	18.610444873336416	0.0003290825049435	0.0048025008483996	13.934614578893608	0.0029955180473987	0.0351438456632315	17.651099050718518	0.0005190727559093	0.0075072751154661	16.73205283431618	3	9.895038186733504e-08	1.8751414512519817e-06
LPCAT3	16.04080035346298	0.0011123505532994	0.0134661832134283	11.628764696591151	0.0087693341287436	0.0811472186279514	21.76636597534098	7.295530266555813e-05	0.0013165766206526	16.478643675131703	3	1.374942139752522e-07	2.556397924932952e-06
WDR73	6.144170467676887	0.1048028567287333	0.439182600662192	16.480057979393724	0.0009038774777844	0.0130908267173315	25.24889788678156	1.3696555432514724e-05	0.0003014433199973	15.957708777950725	3	2.697340304589969e-07	4.862202606978106e-06
EMSY	4.506727115205317	0.2116910283565899	0.656646256836941	2.7378568385648347	0.4338322092517577	0.8889439683193799	40.30508575754937	9.180829299777496e-09	3.717868633237895e-07	15.849889903773176	3	3.099739881973092e-07	5.545298654210563e-06
ACAA2	5.171134016150868	0.1596862975213356	0.5624806100788267	37.53821424678409	3.5399422358289167e-08	1.4134343943831811e-06	4.646484840108405	0.1995904587761318	0.6499368943871209	15.785277701014452	3	3.36886850080272e-07	5.972544231183234e-06
NDFIP1	14.204117678400074	0.002640077285947	0.0281882639394877	14.508501669633068	0.0022886957840236	0.0282741956087839	16.921774591056913	0.0007334107722733	0.0101713022719111	15.211464646363352	3	7.039952101009751e-07	1.1943677703649972e-05
FAHD1	18.279597709200345	0.0003851397206766	0.0054145449293956	8.766793504270414	0.0325576872804609	0.2184720575449317	18.231770837718003	0.0003939932984897	0.0059534151550897	15.092720683729588	3	8.195355606938377e-07	1.3591876585139734e-05
RPS6KA4	24.255478741954697	2.209248185856245e-05	0.0004314108270058	19.04136844564912	0.0002680666419048	0.0046126610024905	1.2738731127599192	0.7353463145226131	1.0	14.856906766787914	3	1.1075928906544255e-06	1.789246712020298e-05
NCOA4	18.50806797183808	0.0003455013715272	0.0049889565515112	8.402844004556849	0.0383800388041053	0.2397342613978129	17.10678983137911	0.0006718851441675	0.0094474516660441	14.672567269258012	3	1.4008709431354164e-06	2.220549450747493e-05
EPHB4	15.677191796461251	0.0013205429836558	0.0155545038418828				21.585648138626265	7.954930945914657e-05	0.0014104329403929	18.63141996754376	2	1.5648617636097584e-06	2.470559459904592e-05
NEDD4L	25.891143165700647	1.0051258287617228e-05	0.0002095031836123	5.611526638773301	0.1321181900405789	0.521758557061893	11.979529872629763	0.0074536124744326	0.069420766045222	14.494066559034572	3	1.7578377504550764e-06	2.7278781363689342e-05
NCS1	19.52322902534374	0.0002130807716942	0.0033165883750066				16.95151583278626	0.0007231556558767	0.0100428365707767	18.237372429065	2	2.228657048571965e-06	3.4092974902151986e-05
FDXR	15.919371995608882	0.0011779720627703	0.0141356647532447	9.936545204021202	0.0191132974976483	0.148369281434484	15.807321574614376	0.0012419291080721	0.0160169303058888	13.887746258081489	3	3.786631083385941e-06	5.562349386464442e-05
SDC4	7.89265144745037	0.0482831647727434	0.2716778074184646				26.871694172997096	6.2634922984034994e-06	0.0001488535118052	17.382172810223732	2	4.787020853219091e-06	6.954118131365572e-05
NFIA	8.406391952555497	0.0383186475171114	0.2274917599963247	0.0462751932033113	0.9973889209137172	1.0	31.216495480419752	7.653400182001551e-07	2.176489422544486e-05	13.223054208726188	3	8.722117652760985e-06	0.000121482969663
NBR1	7.115341441469339	0.0683109132735228	0.3360518401572791	4.410697463099853	0.2203955313646402	0.6754870675030769	26.65896365678348	6.9406626738350406e-06	0.0001626557150692	12.72833418711756	3	1.614826826359816e-05	0.0002131174913136
EPCAM	17.727476228256435	0.0005005982786189	0.0067792885528232				14.02443015855909	0.0028720870373725	0.031778152094382	15.875953193407764	2	1.8204971906062572e-05	0.0002381347265367
TUBB1	13.561726001517764	0.003566692008179	0.0364190021026843	12.187628235606542	0.0067672985703662	0.0663599277720984	11.95463039422181	0.0075402045796353	0.0700339735451636	12.567994877115373	3	1.9696780756795745e-05	0.0002553886320713
ATP2C1	15.176284576295425	0.001672033373079	0.0190850666441451	9.02579786652884	0.028949848924059	0.2011736136290144	12.82810673344747	0.0050234721127741	0.0501554552955876	12.343396392090575	3	2.5993818488075225e-05	0.000331225111661
SRD5A3	10.726441731933042	0.0133009246229868	0.1027633080460903				18.960313304238245	0.0002786135068043	0.0043596339148186	14.843377518085642	2	4.508118565447212e-05	0.0005547190638544
PIK3R6	22.76013833879138	4.530899939716019e-05	0.0008274717832761				6.894011267520339	0.0753538272845256	0.3767319246560678	14.82707480315586	2	4.572827608716806e-05	0.0005620965329841
NPPB	20.271138487607217	0.0001491362044071	0.0024235897082295	2.3485634202076384	0.5032813347132612	0.9250290452626496	12.303564745578749	0.0064124253414702	0.0612447114689097	11.641088884464535	3	6.146902027853916e-05	0.0007290583398131
GTLF3B	14.66531744546448	0.0021261896476061	0.0232981786757117				14.238044258598372	0.0025984045121495	0.0293924550625718	14.451680852031426	2	6.345289141288407e-05	0.0007488327754065
PIP4K2A	11.515863680582903	0.0092397361654781	0.0773716946328425	6.885635397438281	0.0756336855463618	0.3759316681179895	15.686400489730628	0.0013148209877509	0.0167859365447554	11.362633189250603	3	8.62082182709254e-05	0.0009926116660698
GPR176	18.71157827523317	0.0003136254669667	0.004626216888119	9.17010931113207	0.0271126357970605	0.1919128490747858				13.94084379318262	2	9.89076515775652e-05	0.0011235187126846
CCDC146				22.244510684954463	5.801869673635033e-05	0.0011778121385213	4.9702419261443564	0.1739891905224396	0.6122581038752793	13.60737630554941	2	0.0001319886526425	0.0014559382625913
LMNA	11.719017688206048	0.0084103655009114	0.0715515389731494	8.269804095323973	0.0407526645532504	0.2504417574203577	11.91700158510093	0.00767295392061	0.0710063852762855	10.635274456210317	3	0.0002067316228474	0.0021964074035676
SAA4							19.3685924068138	0.0002293777637997	0.0036685947562543	19.3685924068138	1	0.0002293777637997	0.0024088739404373
ATPIF1	10.004459389128394	0.0185282670297321	0.1328713719379741	6.471419977837616	0.0907964694518006	0.4190204883321605	14.899541005795763	0.0019045419242675	0.0226842146368056	10.458473457587258	3	0.0002551783325993	0.0026538995452831
RANBP10	9.503879937084246	0.0232901202182381	0.1582605759407988	6.462399789632311	0.0911572164086687	0.4204168493844601	14.15830836427951	0.0026973987628922	0.0301417936815909	10.041529363665356	3	0.000417810966487	0.0040966954218154
EPHX1	11.88277970068358	0.0077956869405951	0.0677038463645164	7.749795228122092	0.0514758543603021	0.2924654083819997	8.369606401327177	0.0389598426547604	0.2427258135611045	9.334060443377616	3	0.0009530670233016	0.0085899524013279
MAP2K2	12.669238386864446	0.0054093380233755	0.0511486518423324	5.756722966916641	0.1240650668382775	0.5040012580327328	9.39489312843244	0.0244762148869732	0.1741371746421059	9.273618160737842	3	0.0010218683294049	0.0091681282209507
BPHL	3.376920248538599	0.3370794626662139	0.8116318151792212	6.691472920923321	0.0824095513497712	0.3962567049932115	17.326190160965538	0.0006055416926183	0.0085861401905712	9.131527776809152	3	0.0012032178293382	0.0105392969125365
ISOC2	3.497289079034443	0.3211138884051653	0.7976269331680635	12.184288484790086	0.0067778038297743	0.066372883845229	11.570801104326438	0.0090078086042949	0.0807035878848516	9.08412622271699	3	0.0012704134674265	0.011029837923876
NIN	17.835846291136896	0.0004755017380884	0.0064944596364553				3.9938968838161655	0.2621239108259869	0.7373555079750742	10.914871587476531	2	0.0012999561264568	0.0112532805236837
LAPTM5	9.480433337390716	0.0235404305025953	0.1591718248652213	10.796192825440622	0.012880564822445	0.1113490932677159	6.257597564550006	0.0997284327971667	0.4495327932495621	8.844741242460449	3	0.0016695465963718	0.0139423647613682
CASP3	9.571658389214337	0.0225811286778072	0.1549805739175486	2.754961795130029	0.4309677697647445	0.8873515874899739	14.110295663776249	0.0027588014813106	0.0307600288510892	8.812305282706872	3	0.0017322303971474	0.0143744732956268
ITGB1	8.706758320174131	0.0334547794909149	0.206146803186949	5.705893395124447	0.1268296069315964	0.5100709901472716	11.973821435315012	0.0074733773231301	0.0695408750178032	8.79549105020453	3	0.0017656180120442	0.0145900999248244
TRPC6	15.026997168996362	0.0017937227551368	0.0202331926779438							15.026997168996362	1	0.0017937227551368	0.0147297024857593
ACADS	9.233802082340905	0.0263385748879403	0.1727320492650972	3.5057244263575305	0.3200204404910712	0.8033302269638665	13.373197981311415	0.0038952731659262	0.0408237531385477	8.704241496669951	3	0.0019579934234002	0.0158801592810071
TNPO2	8.35900485717484	0.0391465703035138	0.2318328079494074	10.17752282919716	0.0171158636918388	0.1369837728692352	6.904190753755297	0.075015051975146	0.3757804978705483	8.480239480042433	3	0.0025204476875723	0.0198430718412404
THEMIS2	6.211216905935818	0.1017742488878116	0.4327323717677774	6.1568123325014765	0.1042252738026085	0.4565066992554253	12.814845175571516	0.0050546126542682	0.0503670260943025	8.39429147133627	3	0.0027754078353346	0.021549046390566
PRKAG1	7.827105174725149	0.0497233861863	0.276535862386453	4.458505594556667	0.2160214908532786	0.6680305153601389	12.810231836026604	0.005065490321588	0.0504257856595453	8.36528086843614	3	0.0028669693961679	0.0220859368792744
CD59	8.544149615226807	0.0360077251846576	0.2179558516859199	7.151921603289758	0.0672099651418076	0.3462055724018842	9.270394951825676	0.0259037006625416	0.1809862425863158	8.32215539011408	3	0.0030085000487087	0.0229076066168584
PDE6A	7.506987598943748	0.0573791822352176	0.3029469158982744	10.12162437912646	0.0175600785066984	0.1391520694823567	7.184917753810107	0.0662316338294165	0.3488704791306001	8.271176577293438	3	0.0031845259761954	0.0239700952695809
MTHFR	13.15354168983951	0.0043160584940496	0.0426622359185029	2.9290528564143243	0.4026936751742809	0.8661509495489667	8.621678493671936	0.0347676291206698	0.2243387362763936	8.234757679975257	3	0.0033163298070436	0.024851457521097
LETM2	14.62608279088873	0.0021657415680838	0.0236774574170897				4.8325658252433445	0.1844761533100737	0.6292576065064643	9.729324308066037	2	0.0034552477126021	0.0256647639456788
FAM45A	8.30669164644409	0.040080840299036	0.2357638630596058				11.056443377528108	0.0114245475214154	0.097522866025978	9.6815675119861	2	0.003592348424138	0.0266162406738294
OXCT1	7.7018103198176435	0.0525936369285909	0.2871684458264976	4.664540536697364	0.1980748849061066	0.6387716167855567	11.575603484226663	0.0089878097788828	0.0805957362279986	7.98065144691389	3	0.0043940293253598	0.0314524193537412
ETFA	10.349862619326505	0.0158147303996463	0.1175439031564413	4.390797728574158	0.2222401698487754	0.678264234584924	8.762192884379266	0.0326255926911042	0.2143423104508368	7.834284410759976	3	0.0051605040202896	0.0362800000237363
RFWD3	14.09779068695642	0.0027750200047568	0.0293350516048602	3.609486649253558	0.3068372211765949	0.7857946837148305	4.996676065410866	0.1720407009856592	0.6085744433189426	7.567984467206948	3	0.0068965631574427	0.0463362837140684
