"","coefficients.ConditionD...ConditionC","coefficients.ConditionD...ConditionB","coefficients.ConditionD...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionA","coefficients.ConditionB...ConditionA","df.residual","sigma","stdev.unscaled.ConditionD...ConditionC","stdev.unscaled.ConditionD...ConditionB","stdev.unscaled.ConditionD...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionB...ConditionA","Amean","s2.post","t.ConditionD...ConditionC","t.ConditionD...ConditionB","t.ConditionD...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionA","t.ConditionB...ConditionA","df.total","p.value.ConditionD...ConditionC","p.value.ConditionD...ConditionB","p.value.ConditionD...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionA","p.value.ConditionB...ConditionA","lods.ConditionD...ConditionC","lods.ConditionD...ConditionB","lods.ConditionD...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionA","lods.ConditionB...ConditionA","F","F.p.value"
"2422",-0.338183063661666,-0.175089737601201,-0.367961326135555,0.163093326060465,-0.0297782624738887,-0.192871588534354,8,0.193844426049406,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00669955194581815,0.0334065138531851,-2.26611478947973,-1.17325048619572,-2.46565453066736,1.09286430328401,-0.19953974118763,-1.29240404447164,10.5879122222204,0.045491176931206,0.266413494566105,0.0321330733360351,0.298695045720484,0.845620881860435,0.223710365411908,-4.89294999501088,-6.13418074967798,-4.46050646533711,-6.51655743057255,-6.8495861038118,-6.27742219758914,2.58262031915502,0.108439834753175
"2423",-0.370416781522071,0.135994600491635,-0.19977369250379,0.506411382013706,0.170643089018281,-0.335768292995425,8,0.0997756229772142,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0140320308052361,0.0125370650022839,-4.05170991931355,1.48754240971723,-2.18517381477565,5.53925232903079,1.8665361045379,-3.67271622449289,10.5879122222204,0.00206302936952279,0.166035319453444,0.0523212786291378,0.000201613163328989,0.0898805888280958,0.00390943360185939,-1.79500674486326,-5.74792291589799,-4.92761575877431,0.646462370893709,-5.2429996570132,-2.40745977240278,11.8433730252704,0.00103150712409354
"2424",-0.556922223989888,-0.157591120558532,-0.608641152387123,0.399331103431356,-0.0517189283972346,-0.45105003182859,8,0.326107034821513,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.000382819961805875,0.0853677581146034,-2.33449656970671,-0.660587626983997,-2.5512910442875,1.67390894272271,-0.216794474580787,-1.8907034173035,10.5879122222204,0.0403978933266704,0.522989100835529,0.0276555072078242,0.123395718983646,0.832489032355439,0.0863236480513293,-4.77916635327174,-6.602501022898,-4.31472135951033,-5.78098944413546,-6.84571250161155,-5.44736645788428,3.13651110741621,0.0711967368325523
"2425",0.40727700812335,-0.192580908861226,0.570561648252764,-0.599857916984576,0.163284640129413,0.763142557113989,8,0.213913720428877,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00475716315376561,0.0395897296604533,2.50694181985459,-1.1854072891431,3.51201965316149,-3.69234910899769,1.0050778333069,4.69742694230459,10.5879122222204,0.0298918809864435,0.261779418542978,0.00515035052297308,0.00378062041485617,0.337276503890052,0.000723797951378533,-4.48779141886174,-6.12048970851129,-2.63855260206324,-2.38364539112158,-6.34894065949069,-0.671722629282884,9.45561217424865,0.00246467506598146
"2426",0.858863867327852,0.147982030563941,0.884404098047745,-0.710881836763911,0.0255402307198939,0.736422067483804,8,0.170384461917447,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0360726148642019,0.0269502482792465,6.40749943421941,1.10401055764888,6.59804070637318,-5.30348887657053,0.190541272153767,5.4940301487243,10.5879122222204,5.98721471051983e-05,0.2940469263465,4.64929602618164e-05,0.000285471661129387,0.852489088226622,0.000215390043981155,1.88431083986579,-6.21006690041022,2.21949388736798,0.284601777897347,-6.85147979378613,0.586764443341822,24.0261161648788,4.93830076564575e-05
"2427",0.752681533762978,0.0389424117331016,0.248389101292105,-0.713739122029877,-0.504292432470873,0.209446689559004,8,0.208119606642174,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00412799047230964,0.0377421063953502,4.74508310964568,0.245502210263867,1.56590387340683,-4.49958089938181,-3.17917923623885,1.32040166314296,10.5879122222204,0.000671468136016263,0.810761093414356,0.146747540698992,0.000991736321617617,0.00917978276291158,0.214531645265634,-0.634307980120162,-6.80128002467216,-5.86839381612457,-1.00749038638192,-3.04612876430227,-6.24320507749699,9.52083490528071,0.00240194492832645
"2428",-0.0327327320067474,-0.199828495690826,-0.356115201350747,-0.167095763684078,-0.323382469344,-0.156286705659921,8,0.19010385467194,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00257777478059112,0.0323213624698712,-0.222988802101308,-1.36131371101618,-2.42600288124131,-1.13832490891487,-2.20301407914,-1.06468917022513,10.5879122222204,0.827787612452998,0.20168087633528,0.0344400653009507,0.280086723853644,0.0507361706436041,0.310694659224233,-7.14067475072216,-5.91079013230478,-4.52757215641279,-6.467239196849,-4.71284020431116,-6.53496115266746,2.51183444429903,0.114683899337889
"2429",-0.138191696079338,-0.0381769149363852,-0.204357136975593,0.100014781142953,-0.0661654408962551,-0.166180222039208,8,0.0644674602238964,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00788163968759353,0.00815537283026067,-1.87415569371409,-0.51775529591436,-2.77149136076913,1.35640039779973,-0.897335667055038,-2.25373606485477,10.5879122222204,0.0887448041742634,0.615274334341687,0.0187795759037258,0.203189470456266,0.389488075592134,0.0464771679601811,-5.51895388589913,-6.69059209191702,-3.93510341572983,-6.20974547866892,-6.45106950638741,-4.86765814267056,3.19767567701562,0.0680873062535901
"2430",0.669873178952037,0.0510221612304589,-0.447151798454171,-0.618851017721578,-1.11702497740621,-0.49817395968463,8,0.299471526441649,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0377953836204629,0.0727778516922064,3.04115533286926,0.231635364119625,-2.03002317333913,-2.80951996874964,-5.07117850620839,-2.26165853745875,10.5879122222204,0.0116899341357274,0.821236836766949,0.0682412655032821,0.0175641159553983,0.000405281210424137,0.0458437826857698,-3.55956495609389,-6.80484015612407,-5.17711544625512,-3.93121699638825,0.12186791396871,-4.85456889198782,8.69143800358948,0.00336611067886029
"2431",0.301436739422744,0.430452744533955,-0.530885033837201,0.129016005111211,-0.832321773259945,-0.961337778371156,8,0.298856817199359,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0510817187784356,0.0724999514187317,1.37111207389701,1.95795295690516,-2.41477824215905,0.586840883008146,-3.78589031605606,-4.37273119906421,10.5879122222204,0.198700304635108,0.0771002750374963,0.0351220181742525,0.56961150925117,0.00322461932120191,0.00121709021259031,-6.22668403601532,-5.06721271266811,-4.54650294299327,-6.94746392061118,-1.99365265237722,-1.2091660733062,7.55713465098181,0.00554373518320178
