Gene	Chi^2-statistic of rep3	pvalue of rep3	BH-corrected P-value of rep3	Chi^2-statistic of rep2	pvalue of rep2	BH-corrected P-value of rep2	Chi^2-statistic of rep1	pvalue of rep1	BH-corrected P-value of rep1	Average Chi^2-statistic	Number of detected	combined_pvalue	BH-corrected combined pvalue
SMAD5	3.249822876563028	0.3546876446930964	0.8270294594643504	1.5282963553891065	0.6757551128916393	0.9858058540306576	1.2416069032407009	0.7430435172222567	1.0	2.0065753783976117	3	0.7379424011409031	1.0
LRRN2	1.5025554029143635	0.6816806703812834	1.0				2.0425658906077744	0.5636191625201725	0.9687742616900216	1.772560646761069	2	0.7379571492574455	1.0
DCAF15	1.3805726712554007	0.7100948568411269	1.0	3.325137875391594	0.3441592173257738	0.8268745557225292	1.3133657763778208	0.7259617138753129	1.0	2.006358774341605	3	0.7380075412918458	1.0
ROCK2	2.650507768719841	0.4487036047172275	0.902490069651516	3.2794751795116253	0.3505095490048827	0.8291759445689975	0.0880784016252712	0.9932286342759776	1.0	2.0060204499522456	3	0.7381092799537456	1.0
IFT20	2.847435500991305	0.4157506010089461	0.8776346901087132				0.6959168765557013	0.8741639182929029	1.0	1.771676188773503	2	0.7381932032945691	1.0
NUCB1	1.515624609266812	0.6786689022698404	1.0	1.3933817043030667	0.7070868273659344	0.991293210741728	3.1064637837779774	0.3755000486177222	0.855052292443954	2.005156699115952	3	0.7383689831356122	1.0
FAM131B							1.260703725783651	0.7384848296945463	1.0	1.260703725783651	1	0.7384848296945463	1.0
STOML3							1.2595656796946502	0.7387562508039276	1.0	1.2595656796946502	1	0.7387562508039276	1.0
NID1	4.174099678385702	0.2432678250147877	0.7031811595543517	0.3022609506549068	0.9596026971601472	1.0	1.5335051066051215	0.6745592366551878	0.9979888516582084	2.003288578548577	3	0.7389304807130628	1.0
TSC22D2	2.275315441067604	0.5172663003338125	0.9423426349231606				1.2596461321485684	0.7387370620506883	1.0	1.7674807866080862	2	0.7393125506871143	1.0
NLRP12	0.9198731566272064	0.8206295027478162	1.0				2.614872653254973	0.4548881425638813	0.9101358804973784	1.7673729049410896	2	0.7393413257857562	1.0
PALD1	2.359951303117541	0.5011332098624519	0.9317171254917954				1.174792340450209	0.7590562793902228	1.0	1.767371821783875	2	0.7393416146924174	1.0
SHROOM2	1.8450125488158868	0.6051890273754246	0.9831501854414724				1.6896140597449694	0.639245291331805	0.9877471504034178	1.767313304280428	2	0.7393572227962086	1.0
EMILIN1	0.1388154688091044	0.9868034185372516	1.0	2.7428380358321878	0.4329964373784826	0.888995810492697	3.123237657064636	0.3730118724433179	0.853417445562972	2.0016303872353096	3	0.7394286631743694	1.0
WIPF2							1.2564276664301852	0.7395048235753181	1.0	1.2564276664301852	1	0.7395048235753181	1.0
LIG1	1.6311864551902433	0.6523393549445786	0.9973895288165556	2.9847054083439577	0.3939893176384469	0.8628366056281987	1.3877701162835452	0.708403971607791	1.0	2.0012206599392486	3	0.7395517289336782	1.0
ULK1	3.2491084002904222	0.3547888472193484	0.8270643003012674				0.2829169365711114	0.963208658620444	1.0	1.7660126684307669	2	0.7397041042970636	1.0
STARD3NL	1.2158972183888948	0.7491940816367011	1.0	1.2591731889210545	0.7388498662461829	1.0	3.526790768162093	0.3173040349880639	0.8034982616856325	2.000620391824014	3	0.739732002896667	1.0
PGAM4							1.255155037886288	0.7398084774543172	1.0	1.255155037886288	1	0.7398084774543172	1.0
ASB3	1.2550629829054545	0.7398304436385967	1.0							1.2550629829054545	1	0.7398304436385967	1.0
CKM							1.254976125798799	0.7398511696931411	1.0	1.254976125798799	1	0.7398511696931411	1.0
RPL36AL	0.5270141798951232	0.9129176712229968	1.0	4.4175644347891065	0.2197622719165915	0.6752644299069759	1.055338539834199	0.7878649752175287	1.0	1.9999723848394761	3	0.7399265836122166	1.0
PHLDB3				1.2546043080786105	0.7399398958104719	1.0				1.2546043080786105	1	0.7399398958104719	1.0
RIT1	1.2545780915624425	0.7399461519315582	1.0							1.2545780915624425	1	0.7399461519315582	1.0
FOXA2	1.6826472037346365	0.640798585733469	0.993849375608622				1.8467994334956612	0.6048041893458225	0.9785899972729912	1.764723318615149	2	0.7400479168007018	1.0
MCMBP	1.1025923251595684	0.7764483231359287	1.0	2.4362262699704558	0.4869267407962083	0.9178454761956698	2.4547782965561344	0.4835191188241999	0.9311675021830322	1.997865630562053	3	0.7405589724298504	1.0
XRN2	1.1700077756195628	0.7602063032179543	1.0	3.982306871727995	0.2633810171816424	0.7389187155169759	0.8400056796054346	0.8398761888262505	1.0	1.9974401089843308	3	0.7406866614790191	1.0
UBE2B	1.3668413573587246	0.713325371306141	1.0				2.15775423465548	0.540317329912998	0.9556555988887476	1.7622977960071022	2	0.7406945358412285	1.0
MAMDC4	1.2514149808444894	0.7407010956887725	1.0							1.2514149808444894	1	0.7407010956887725	1.0
CTAGE4	1.251348781933615	0.740716898040298	1.0							1.251348781933615	1	0.7407168980402983	1.0
LIN9	2.865461453001381	0.4128368540807343	0.8751447616462703	0.8341541867098832	0.841281557210307	1.0	2.2910423490789813	0.514239126857563	0.9428027744125258	1.996885996263415	3	0.7408529171698159	1.0
SAMD13	1.2492639250680664	0.7412146281681713	1.0							1.2492639250680664	1	0.7412146281681713	1.0
SYT2				1.502528618480054	0.6816868495919821	0.98887010477745	2.0177326933608914	0.5687343874901696	0.9698276804700148	1.7601306559204728	2	0.7412720939510236	1.0
FABP4							1.2486444168771242	0.7413625469820133	1.0	1.2486444168771242	1	0.7413625469820133	1.0
DCUN1D2	1.2481209627959142	0.7414875382479723	1.0							1.2481209627959142	1	0.7414875382479723	1.0
COPS7B	0.845459126946545	0.8385657141114415	1.0	2.8547703031581406	0.4145629308890537	0.8739925033649917	2.283333744418248	0.5157212359919352	0.9431289366297602	1.9945210581743111	3	0.7415622297290341	1.0
SPPL2A	1.7590311915356722	0.6238905227871967	0.9913593524169112				1.7580673640408295	0.6241021748582865	0.9843293999478568	1.758549277788251	2	0.7416934348357112	1.0
ACY3	1.2467637049399976	0.741811656880303	1.0							1.2467637049399976	1	0.741811656880303	1.0
TAF1	3.0294635897868107	0.3871047409045551	0.8587598925943718				0.4866215328657282	0.9218206171926852	1.0	1.7580425613262696	2	0.7418284245680391	1.0
MORF4L2	3.2831950686829434	0.3499884352816894	0.822674458808737	1.861073342487742	0.6017357122124056	0.9627504963823456	0.8350971164693921	0.8410551456468478	1.0	1.9931218425466923	3	0.7419816935170866	1.0
SVIP	5.298520350773791	0.1511984321127532	0.5427519906765547	0.2775002193545264	0.9642030055055018	1.0	0.4033080133099139	0.9395582921094234	1.0	1.993109527812744	3	0.7419853846229821	1.0
FAM216B	1.2457243962238684	0.7420598774231766	1.0							1.2457243962238684	1	0.7420598774231766	1.0
ACACA	1.9252776252827968	0.5880595132282824	0.9788740647279118	1.4202064622019248	0.7008051348814807	0.9913326893302918	2.6320523246886323	0.4518980486367869	0.908101596744508	1.9925121373911179	3	0.7421644269872466	1.0
FTSJ3	0.7824418810862752	0.8536619287848451	1.0	1.383093142020036	0.709502534294257	0.9921777893468644	3.8101399276972328	0.2827088880990566	0.7658937070149451	1.991891650267848	3	0.7423503625517482	1.0
HLX							1.2442053753545763	0.7424227144958222	1.0	1.2442053753545763	1	0.7424227144958222	1.0
PPP1R8	3.922701995287917	0.2699328003912565	0.7358873159372668	1.004120222100415	0.8002549851818872	1.0	1.0465596810443871	0.7899878659562335	1.0	1.991127299477573	3	0.7425793676121943	1.0
HOMER3	1.90892133669252	0.5915238803690339	0.9786938679859012				1.60046262681899	0.6592849267284391	0.9944279794694156	1.7546919817557551	2	0.7427207841061616	1.0
SMAD6				1.2418481404054167	0.7429858764581785	1.0				1.2418481404054167	1	0.7429858764581785	1.0
CBWD6	1.2416165826987997	0.7430412044042956	1.0							1.2416165826987997	1	0.7430412044042956	1.0
SLC27A4	3.4725778585781746	0.3243361349648213	0.800034695663161	1.449332277585047	0.6940127917041069	0.9894713840295088	1.044632603781261	0.79045392702972	1.0	1.9888475799814944	3	0.743262119762679	1.0
MPP7	1.749610361490625	0.6259611772617861	0.9926754494849496	1.0749253293566856	0.7831303946508915	1.0	3.1412886160759617	0.3703500593923343	0.8513678477039037	1.9886081023077573	3	0.7433338174074687	1.0
NKD2	1.2393865238530413	0.7435741139837682	1.0							1.2393865238530413	1	0.7435741139837682	1.0
CCZ1	2.280691819118517	0.5162299302721072	0.941527976307583	1.2214630609660817	0.7478613195272239	1.0				1.7510774400422995	2	0.7436829758916874	1.0
GLRX2	1.5713343235053348	0.6659068925987583	0.9996422868697188				1.930232129785624	0.5870127956644442	0.9774535433070448	1.7507832266454795	2	0.7437612739150952	1.0
GABBR2							1.238450221612654	0.7437978932078557	1.0	1.238450221612654	1	0.7437978932078557	1.0
EXOSC1	3.115848894062082	0.3741061491576183	0.8479739380906015	0.8849115717740234	0.8290673829170315	1.0	1.9602139017144955	0.5807053856757947	0.97367693351801	1.9869914558502002	3	0.7438177110869646	1.0
C20orf194							1.2377286734078163	0.7439703592975659	1.0	1.2377286734078163	1	0.7439703592975659	1.0
LYSMD2	3.4602729769776994	0.3259512518319523	0.7984723052030553				0.0381631496028916	0.9980397189909966	1.0	1.7492180632902956	2	0.7441777503581475	1.0
AXIN1	3.12535202905413	0.3726992389749663	0.8461852482339515				0.3726947936448747	0.9458235145899044	1.0	1.7490234113495025	2	0.7442295390373683	1.0
ANAPC10	2.2816316567720896	0.5160489242734874	0.9415560582177348				1.216284839588857	0.7491012427727894	1.0	1.7489582481804733	2	0.7442468758876895	1.0
HSD17B4	2.256561487845957	0.5208936092312819	0.9444644336818326	2.0674975524260404	0.5585161633323688	0.948401389192441	1.6315622294448355	0.6522546584445952	0.9929964153523432	1.985207089905611	3	0.7443515690107558	1.0
GUK1	0.1801517578679394	0.9807280340765836	1.0	5.720115956642123	0.1260502120663194	0.5083509389527292	0.0544080649183835	0.9966792512450176	1.0	1.9848919264761484	3	0.744445835613795	1.0
TAX1BP3	2.335775679297169	0.5057019032129388	0.9351340111872048				1.1602754405921176	0.7625468027796447	1.0	1.7480255599446433	2	0.7444950025075006	1.0
PRAF2							1.2351238298413705	0.7445930741628483	1.0	1.2351238298413705	1	0.7445930741628483	1.0
ORMDL2	1.658558960783219	0.646186039045666	0.994483425741548				1.8354263816485117	0.607256268497854	0.9788031304365984	1.7469926712158652	2	0.7447697469169632	1.0
BCL2L12							1.2338057627967045	0.744908230676517	1.0	1.2338057627967045	1	0.744908230676517	1.0
MFF	1.9143855384101407	0.5903650201427426	0.9789726414957828	2.591752795458069	0.4589372231756659	0.8990889975306419	1.4426073317528512	0.6955784246025334	1.0	1.982915221873687	3	0.7450368969151082	1.0
FAM203A	2.1910529878865046	0.5337128029796723	0.9502763890379012				1.2995323777454597	0.7292441208119214	1.0	1.745292682815982	2	0.7452218476942462	1.0
NUDT22	3.145258302331404	0.3697668772839358	0.8431212412362371	0.3440651925526962	0.9515386976336496	1.0				1.74466174744205	2	0.745389612331642	1.0
RAD1	2.556829030836349	0.4651082887208928	0.9108370654117484				0.9304142559394426	0.8180826314709444	1.0	1.743621643387896	2	0.7456661403847404	1.0
RPTOR	2.93440414733779	0.4018497308958704	0.8687565320923574	2.636064656254696	0.4512019976381726	0.8965732298408231	0.3717931663471532	0.9460057023361512	1.0	1.98075398997988	3	0.7456827799660247	1.0
BANP	0.1940233019224515	0.978548325479444	1.0	3.7147903641942825	0.2939542245030058	0.7711096843859248	2.0319785984803724	0.5657960267173872	0.9690608990842206	1.9802640881990357	3	0.7458291351493678	1.0
GSDMC	0.7307927659616871	0.8659383789073953	1.0				2.753408032596151	0.4312273236922088	0.8948033254888137	1.742100399278919	2	0.7460705108959367	1.0
ENTPD7	1.9676887623945176	0.5791400342766615	0.974516435353568	1.626458943303919	0.6534054236272471	0.9848093840571668	2.3436571724714232	0.5042089809150925	0.939902729291916	1.9792682927232867	3	0.746126563875205	1.0
PCNXL3	3.0914655200175205	0.3777368529483325	0.8513730479709947				0.3906529331461655	0.9421665396177716	1.0	1.741059226581843	2	0.7463472184556721	1.0
LRRC16B	0.698604520601686	0.8735321307714758	1.0	3.294242599344237	0.3484447719131972	0.8289040048112826	1.9426943517940165	0.5843854796206638	0.9767737486675911	1.978513823913313	3	0.7463518591567531	1.0
FOXJ3	1.13160485829798	0.7694505391983948	1.0				2.349664787158996	0.5030732737925501	0.9388228246775624	1.740634822728488	2	0.7464599979863922	1.0
RFWD2	1.1873633050425294	0.7560366814003134	1.0	1.8212652962108584	0.6103183389003732	0.9657916871541488	2.9247509140119985	0.4033732074469326	0.874090400726187	1.9777931717551287	3	0.7465670136068956	1.0
RNF31	2.080012641613622	0.5559669134339029	0.9627254408532168	0.1031231576148383	0.9914600168892214	1.0	3.749960838342707	0.2897604208701635	0.7736114190109535	1.9776988791903891	3	0.746595162051672	1.0
WDR72	0.4379290902911637	0.9323004474839802	1.0				3.040704344535509	0.3853918452132443	0.8618747605343241	1.7393167174133364	2	0.746810220951938	1.0
KLLN							1.225765653422929	0.7468315074787137	1.0	1.225765653422929	1	0.7468315074787137	1.0
MAEL							1.2256110053756146	0.7468685149740288	1.0	1.2256110053756146	1	0.7468685149740288	1.0
ZNF688							1.2226438171132388	0.7475786689745321	1.0	1.2226438171132388	1	0.7475786689745321	1.0
RBM44							1.222307641699312	0.7476591398830317	1.0	1.222307641699312	1	0.7476591398830317	1.0
RYR3	1.2221193635448444	0.747704209435639	1.0							1.2221193635448444	1	0.747704209435639	1.0
DONSON	0.6066659597478126	0.8949046729993888	1.0				2.864676410306671	0.412963394441092	0.8803624774313783	1.735671185027242	2	0.7477784840456227	1.0
VPS29	1.3162872703569464	0.7252691843477537	1.0	1.268124289678548	0.7367158318242115	1.0	3.3361862627749828	0.3426378631297266	0.8294753051949671	1.9735326076034925	3	0.7478381699320897	1.0
VMP1	1.2652139401339244	0.7374094701151963	1.0	0.3164739260565815	0.9569009821157972	1.0	4.338572735237232	0.2271491537173351	0.6945509007050139	1.9734202004759125	3	0.747871687089392	1.0
GDE1	2.417140363008578	0.490451925228181	0.9262267203245615				1.0524500737316982	0.7885634095209032	1.0	1.734795218370138	2	0.7480110633483641	1.0
SAMD9	1.299358934625521	0.729285309234958	1.0	1.5411170690949318	0.6728135570660405	0.986092795967608	3.078220743761604	0.3797216049794953	0.8573375398778792	1.9728989158273524	3	0.7480271084125469	1.0
TCP10L							1.220294677802752	0.7481410380064203	1.0	1.220294677802752	1	0.7481410380064204	1.0
MRPL52	3.554632914025764	0.3137452356522595	0.7881030441272895	0.1908316845926165	0.979055628753136	1.0	2.1710568939186468	0.5376717368255766	0.95581890493804	1.9721738308456758	3	0.7482432560000718	1.0
SLC17A5				2.6755600994837287	0.4443965896773535	0.8928702122875268	0.7903178239878267	0.851781453145816	1.0	1.7329389617357778	2	0.7485038179408181	1.0
SRPR	2.0808479495022065	0.5557970603118045	0.963127094572489	1.898483533784964	0.5937417437901333	0.9584479746194536	1.9342414256872649	0.586166682522246	0.976847982527608	1.971190969658145	3	0.7485361778469275	1.0
PKNOX1	2.40479916543809	0.4927418848224338	0.9276279583109162				1.059209565647397	0.7869290402881056	1.0	1.7320043655427435	2	0.7487518588978077	1.0
FAM54A	3.5382147095021965	0.3158395184872203	0.7902581689080034	0.5095323392364116	0.9167922626698128	1.0	1.863499878534172	0.6012150816432313	0.9787267223920364	1.9704156424242598	3	0.748767192447767	1.0
FAM57B							1.2176673575875463	0.7487701430091791	1.0	1.2176673575875463	1	0.7487701430091791	1.0
HCN4	1.2174874250011978	0.7488132328217112	1.0							1.2174874250011978	1	0.7488132328217112	1.0
SNX17	0.3063041867481321	0.9588385053605852	1.0	5.413974150680927	0.1438754162514276	0.5461069502358546	0.1903554511611278	0.9791310332349824	1.0	1.9702112628633957	3	0.7488280806446012	1.0
TTC8	1.9495341433618525	0.5829468675557823	0.9769785992177662				1.512359647519582	0.6794206821902127	0.9974557695031486	1.7309468954407172	2	0.749032467217892	1.0
TLN2	0.9348614390914202	0.8170078215692724	1.0	1.3993826235139466	0.7056794540771537	0.9924003531067505	3.573492172950792	0.3113547751138495	0.7978121344602918	1.9692454118520528	3	0.7491157777427866	1.0
PIAS1	1.0427680919727362	0.7909048750019577	1.0	3.1924847471243094	0.3628892498947889	0.838427304664207	1.6722927580339908	0.6431112152032801	0.9891914224731096	1.9691818657103453	3	0.7491347034709088	1.0
MRPS14	2.39903919558376	0.4938135012127026	0.9276418200680628				1.0619722085979797	0.786261151235927	1.0	1.7305057020908698	2	0.7491495278498479	1.0
AKD1	1.0805045713836672	0.7817823193512996	1.0				2.38040269015312	0.4972930811054911	0.935972328148725	1.7304536307683938	2	0.7491633432619179	1.0
NPB							1.2156206857602987	0.7492603157128741	1.0	1.2156206857602987	1	0.7492603157128741	1.0
SH2D3A				1.2153234623482994	0.749331507380465	1.0				1.2153234623482994	1	0.749331507380465	1.0
HCFC2				2.0735992796709426	0.5572722456489252	0.9480712145256078	1.3860079542253136	0.7088177974696044	1.0	1.7298036169481281	2	0.7493357936032089	1.0
SARG	1.2150930599968992	0.7493866951965165	1.0							1.2150930599968992	1	0.7493866951965165	1.0
OGT	2.0687412531591245	0.5582624593192367	0.9647837887442036	2.0780967825423837	0.5563566270563949	0.9471824131299332	1.7570405178909396	0.6243277139281234	0.984071894100626	1.9679595178641494	3	0.7494986861118792	1.0
UNC5D	1.213852848786505	0.7496837798252887	1.0							1.213852848786505	1	0.7496837798252887	1.0
SLC44A3	1.2135121176252075	0.7497654054762735	1.0							1.2135121176252075	1	0.7497654054762735	1.0
LRGUK	1.213280733066578	0.7498208374201016	1.0							1.213280733066578	1	0.7498208374201016	1.0
PSMF1	2.577631002902797	0.4614246232251916	0.908634070134142	1.0384095584501585	0.7919590892567553	1.0	2.2824529167983165	0.5158907945877653	0.9430983034320216	1.9661644927170905	3	0.7500329721369055	1.0
RAD51AP1	1.2285753662069634	0.7461592313170583	1.0	3.1532636415659616	0.3685932211384184	0.84405044650423	1.5158651045801854	0.6786135430550972	0.997283133965714	1.96590137078437	3	0.7501112673734865	1.0
BRI3							1.2117354428920488	0.7501910657354394	1.0	1.2117354428920488	1	0.7501910657354394	1.0
DPY19L1	1.784797448389505	0.6182487562893071	0.9882909428646008	2.4978336179701683	0.4756827243151803	0.9084986914973068	1.61129501531742	0.6568314712186023	0.9935397900219826	1.964642027225698	3	0.7504859208210625	1.0
PTPRA	0.3972375045402119	0.940812568772594	1.0	4.953383382877145	0.1752426407084149	0.60539128317386	0.5419368960509687	0.9095860495150564	1.0	1.964185927822775	3	0.7506215772068976	1.0
SSBP4	2.221610209973481	0.5277043863865676	0.9478511908344718				1.2268476612737893	0.7465725962375214	1.0	1.724228935623635	2	0.7508140470817187	1.0
PDK2							1.2089517012688311	0.7508581343519607	1.0	1.2089517012688311	1	0.7508581343519607	1.0
DGKG							1.2086765667827657	0.7509240736326716	1.0	1.2086765667827657	1	0.7509240736326716	1.0
NDUFAF6	1.5354739784172011	0.674107485480546	1.0	1.1614676467417473	0.7622600065457574	1.0	3.190059828311051	0.3632396895417238	0.8451938903517381	1.962333817823333	3	0.7511722657097433	1.0
CHAF1B	2.7416792020507272	0.4331907547045205	0.8903393260679405	1.5412713106850768	0.6727782083067457	0.9862409962338442	1.6022889910585056	0.6588709177645242	0.9942479015424122	1.96174650126477	3	0.751346832430867	1.0
NXPE1	2.256025071291053	0.5209976400826768	0.9444744513353572				1.186808870219116	0.7561697970765568	1.0	1.7214169707550844	2	0.7515592054769437	1.0
PVRL1	2.002802064695253	0.5718253291894679	0.9698675493133944	2.2280948766256667	0.5264357775638993	0.9322595845269052	1.6504660918038614	0.6480018666110015	0.9908429085590966	1.960454344374927	3	0.7517307945801511	1.0
DDX10	2.3476066862519662	0.5034621261994014	0.9340547341331	0.1443439744393745	0.986030264568617	1.0	3.388772665216873	0.3354770198171023	0.8215697505148388	1.9602411086360714	3	0.7517941436152056	1.0
SLC25A46	2.112724044404191	0.5493428947271692	0.9595736335660592				1.327021070406315	0.7227268752032268	1.0	1.7198725574052531	2	0.7519683242718884	1.0
CCDC170	2.4373832817522887	0.4867136754686644	0.9233499644625156				1.0019717767303429	0.8007748448115981	1.0	1.7196775292413158	2	0.7520199803951068	1.0
CS	3.568424783518547	0.3119954873355438	0.7867997718498668	0.5386968269588769	0.910311253180926	1.0	1.7691456544521709	0.6216720918006124	0.984176428051509	1.9587557549765318	3	0.7522353120555254	1.0
ZNF330	1.3756343904971005	0.7112559719562144	1.0	0.9598731540090468	0.8109601494503648	1.0	3.540259158708809	0.3155780582317898	0.8023385890353188	1.9585889010716524	3	0.7522848580064903	1.0
METTL15	3.1498145383638247	0.3690984982204976	0.8430005719242809	1.752769080178423	0.6252664384238154	0.9727264127626548	0.972788415863118	0.8078359517369931	1.0	1.9584573448017883	3	0.7523239209304269	1.0
C16orf46				1.202703456019936	0.7523559845118707	1.0				1.202703456019936	1	0.7523559845118707	1.0
RAB13	2.0393075162200707	0.5642884952042064	0.9668331115114244	3.282273756924607	0.3501174376948142	0.8296061384329253	0.5530983784981162	0.9070803113730262	1.0	1.9582265505475978	3	0.7523924469641218	1.0
TNFRSF10A	1.921756869535186	0.5888040866414121	0.9790935800759382				1.5147715340308308	0.6788652884948145	0.9972188306328356	1.7182642017830085	2	0.7523942721392983	1.0
BIRC3							1.2022070386070218	0.752475021435042	1.0	1.2022070386070218	1	0.752475021435042	1.0
CEP41	1.6515954562700834	0.6477482924550881	0.9946525669537772				1.784261216529087	0.6183658460461035	0.9849489970690296	1.7179283363995852	2	0.7524832066885481	1.0
ZNF420	1.0684337920493334	0.7846992305052278	1.0				2.3632776366986983	0.5005070830541063	0.9374900478889496	1.7158557143740159	2	0.7530319121677626	1.0
CLCA1							1.1996780071263022	0.7530815398869024	1.0	1.1996780071263022	1	0.7530815398869024	1.0
CDC123	0.2266994360052983	0.9731681812622917	1.0	2.6680660894432204	0.4456814341482009	0.893216784411827	2.9724796484131195	0.3958877646234415	0.8686536040415523	1.955748391287213	3	0.7531279600474868	1.0
WDTC1	2.0578907648474947	0.5604786071944836	0.966175635703112				1.371143904245128	0.7123124792228082	1.0	1.7145173345463114	2	0.7533861345784233	1.0
PLK1S1							1.1981833586301374	0.7534400502129629	1.0	1.1981833586301374	1	0.7534400502129629	1.0
DIAPH3	2.347580655962457	0.5034670457682253	0.9338831562827904	0.5144554562308106	0.9157043254981292	1.0	2.9997215763540384	0.3916681057126819	0.8653967486327352	1.9539192295157688	3	0.7536705136108618	1.0
EEF1A1P5	1.1940909909231228	0.7544218822922403	1.0							1.1940909909231228	1	0.7544218822922403	1.0
AGGF1	2.290910189100246	0.5142645097520981	0.939910049466854				1.130068425530832	0.7698208492403934	1.0	1.710489307315539	2	0.7544517348253065	1.0
LSR	1.19321221563064	0.754632758964419	1.0							1.19321221563064	1	0.754632758964419	1.0
ZCCHC18	1.1923033491261557	0.7548508723036552	1.0							1.1923033491261557	1	0.7548508723036552	1.0
PALLD	0.6626071059253165	0.8819618577041131	1.0				2.75517408766853	0.4309323165557726	0.8949248764739778	1.7088905967969232	2	0.7548744673010825	1.0
IREB2	0.441701519737472	0.9314993947263076	1.0	3.09544591558469	0.3771421187729195	0.8522845817297965	2.309857963431733	0.5106350139733069	0.9419950585761222	1.9490017995846316	3	0.7551276513896683	1.0
C1orf158							1.1905096266434798	0.7552813836936506	1.0	1.1905096266434798	1	0.7552813836936506	1.0
MRI1	1.8445207259159264	0.605294978005569	0.9831557257525656	1.7811573543177797	0.6190438657902666	0.9700412007949384	2.219482576070905	0.5281211131265087	0.9510313321403012	1.9483868854348703	3	0.7553097149910583	1.0
SFXN3	3.9817352954130287	0.2634431543096931	0.7283428383856222	0.3165491310940787	0.9568865735033868	1.0	1.546504024664515	0.6715795542052447	0.9978091292594508	1.9482628170572074	3	0.7553464450997563	1.0
COA3	1.3884273272512846	0.7082496583514306	1.0	2.8999399375421544	0.4073111387438907	0.8703836782087813	1.556018188909642	0.6694029933997732	0.9960370231010146	1.9481284845676938	3	0.7553862123477908	1.0
INO80E	1.1899156242514428	0.7554239638695437	1.0							1.1899156242514428	1	0.7554239638695437	1.0
NDST4							1.1897677446234505	0.7554594609116733	1.0	1.1897677446234505	1	0.7554594609116733	1.0
KLHL9	1.7977482533558171	0.6154250636708414	0.9860787951998709	1.1828223151961046	0.7571271094479162	1.0	2.8623268768397505	0.4133423069500903	0.8809847401184663	1.9476324817972241	3	0.7555330332759963	1.0
ZNF567	1.700918590472238	0.6367295912618267	0.9920317388720172				1.711299810793146	0.6344245180196768	0.9854117552057698	1.706109200632692	2	0.7556096518196099	1.0
CCDC93	2.1201571164193966	0.5478456176642148	0.9578307407302136	1.569878564971842	0.6662387719522613	0.9842411293742832	2.150777424650597	0.5417086392371246	0.9561119706479516	1.9469377020139451	3	0.7557386574685003	1.0
PRKRIR	1.5333505054658407	0.6745947159358127	1.0				1.8767691520565664	0.5983732470159229	0.9775586175228664	1.7050598287612035	2	0.7558869327198908	1.0
GID4	0.8076993273553338	0.8476245833641564	1.0	2.279756699550616	0.5164100750116718	0.9260783156598889	2.7499960854573997	0.4317977355717265	0.8947032899975766	1.9458173707877833	3	0.7560701365235272	1.0
SPCS3	1.531751121532193	0.674961813114825	1.0	1.6770758480691552	0.6420423277883467	0.981188391399108	2.628191748898008	0.4525685912174276	0.9087275718931452	1.9456729061664522	3	0.7561128720629404	1.0
ZNF813							1.1865284377633798	0.7562371290357539	1.0	1.1865284377633798	1	0.7562371290357539	1.0
DACH2	0.2126105273632877	0.9755283039468984	1.0				3.194529581340307	0.362593965257709	0.8456349468484325	1.7035700543517975	2	0.7562804969466542	1.0
CAD	1.651190906598531	0.647839118768915	0.9946327415142284	1.022643218099703	0.7957731924856046	1.0	3.158567934681997	0.367817327998848	0.849015647209379	1.9441340197934103	3	0.7565679909324924	1.0
MGRN1	1.396551650233764	0.7063432423514426	1.0				2.0075159692037188	0.5708482033833435	0.9696757065525118	1.7020338097187415	2	0.7566862307018462	1.0
RER1	2.9512558001227926	0.39920179170555	0.8661567727704942	0.7114870932769867	0.8704988005441414	1.0	2.1673456470286583	0.5384088662681363	0.9561219719520456	1.9433628468094792	3	0.7567959829174615	1.0
CKAP5	2.171668264691231	0.5375503768389953	0.9526863240540272	1.6469111307910265	0.6488004237758822	0.9829938496076102	2.0105992748775257	0.5702097024823927	0.9703820857172204	1.9430595567865943	3	0.7568856340336294	1.0
MEX3B				1.1828223151961046	0.7571271094479162	1.0				1.1828223151961046	1	0.7571271094479162	1.0
PINX1	1.4483097346784817	0.6942507448687469	1.0				1.951744988644652	0.5824823726820492	0.9758483437089304	1.7000273616615669	2	0.7572159843128711	1.0
ZDHHC7	3.09933764658698	0.3765614066553827	0.8507235549038195				0.2999191468690848	0.960043685882911	1.0	1.6996283967280326	2	0.7573212989548723	1.0
TMEM223	2.4151659282795	0.4908177339761652	0.9261878436062728	0.8073138953303366	0.8477168581553666	1.0	2.5997604300738417	0.457531548128498	0.9116412897565273	1.9407467512278929	3	0.7575690186577084	1.0
ARHGEF40	5.280932960084636	0.1523444182495761	0.5456400008131999	0.2279158722050513	0.9729616684410132	1.0	0.3130854862963781	0.9575489580116756	1.0	1.940644772862022	3	0.7575991400728483	1.0
HABP4							1.1807518717268837	0.7576244126209492	1.0	1.1807518717268837	1	0.7576244126209492	1.0
AGL	1.5756475525561262	0.6649240919424104	0.9991054996934384	2.85799855936673	0.4140410992593262	0.8734019335514157	1.386664173580496	0.7086636791344644	1.0	1.9401034285011176	3	0.7577590216857479	1.0
TRMT61A	2.310163465587993	0.5105766534886849	0.9372791410395388	1.1804684634682854	0.757692491059452	1.0	2.3288137769806987	0.5070234371858429	0.9406460102747798	1.9398152353456588	3	0.757844126438549	1.0
