Gene	T112	Set1_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	17.74443314525394	17.862134353555568	-0.11770120830162867	17.862134353555568	0.23163878507835317	-0.15150106843806566	0.7529270880269051	-0.31478212034999814
43161	18.415781189956977	18.301358577967733	0.11442261198924442	18.301358577967733	0.2389205991500457	0.09269385771423322	0.8495932208626692	0.18963747291338345
43164	15.12943218790426	14.858795932919671	0.27063625498458954	14.858795932919671	0.26535676885858744	0.19332982345592975	0.7074340214748286	0.37530449779458913
43165	14.525579465738659	14.531848204184506	-0.006268738445847077	14.531848204184506	0.27547269383682665	-0.09023618248683873	0.863495744230536	-0.1719259512228057
43344	14.832795735691677	15.547515817679422	-0.7147200819877444	15.547515817679422	0.2440504178403517	-0.7846309916149313	0.11222418439729027	-1.5882749277963675
43345	17.569047703231934	17.960769403519784	-0.3917217002878495	17.960769403519784	0.23318867828605255	-0.4228599232145088	0.3812069097267987	-0.8756746877419632
43346	13.683394958961115	13.270525994709358	0.4128689642517571	13.270525994709358	0.3088513987872876	0.2811357044645334	0.6129460381143021	0.5058726717238683
43347	16.895320014434848	17.366094081639417	-0.4707740672045695	17.366094081639417	0.22529920734062536	-0.5171220381553083	0.2759489564446743	-1.0894648290602307
43348	15.683885437334524	16.253109561792506	-0.5692241244579819	16.253109561792506	0.22765520212781554	-0.6342097902370877	0.1837781389970854	-1.3292116912505814
43349	16.282655269643417	16.496070235351926	-0.21341496570850893	16.496070235351926	0.22449283416696608	-0.27583587587135994	0.5604524605717928	-0.5821695811842867
43350	17.764467435915122	18.271510584222575	-0.5070431483074529	18.271510584222575	0.2384044159838306	-0.5296044905269465	0.2780712892374919	-1.0846622139432494
43351	15.295243851920883	15.84222239112669	-0.5469785392058064	15.84222239112669	0.2361518838010479	-0.6149761864128352	0.20569168661826676	-1.2655012889868362
43352	19.40701957659281	19.01197608570303	0.39504349088977975	19.01197608570303	0.2512498451127314	0.39315992485704243	0.43282794434280614	0.7843616330230174
43353	15.886551906972405	16.488082584751943	-0.6015306777795377	16.488082584751943	0.22457092474122198	-0.6640499460252949	0.16113126750264584	-1.4012769623602304
43354	17.670138385511173	18.05906623594449	-0.38892785043331557	18.05906623594449	0.2347944347838944	-0.4173783513138435	0.38903835814547405	-0.8613626175503969
43358	14.560093066344008	14.808788616331114	-0.2486955499871062	14.808788616331114	0.2669366642492242	-0.326849208305555	0.5269814379681862	-0.6326205899624646
A1BG	18.76631459591588	17.48935205642334	1.2769625394925406	17.48935205642334	0.2265924813877631	1.233570258070336	0.009557523240094928	2.591439905227587
A1CF	18.867051179915215	18.62127651477417	0.2457746651410453	18.62127651477417	0.24447067993010402	0.2329798634486705	0.637498139970772	0.47119969013837354
A2M	19.982492574612113	19.74218850523768	0.2403040693744316	19.74218850523768	0.2639200167196838	0.2588134609592171	0.6144080159212228	0.5037913370777166
