	mean_A_value	estimated_variance
0	3.7825663223831523	0.688406890673511
1	4.216525668128892	0.566823991194206
2	4.528531523178331	0.509211349039792
3	4.803382912380154	0.4212016752690552
4	5.047230878602363	0.379095966181283
5	5.262013839395518	0.376831488719143
6	5.465072688015061	0.3290517168100528
7	5.649370066449729	0.3218148268162651
8	5.817436227857695	0.29256482563401964
9	5.978705884369849	0.26655249066923076
10	6.123875604132886	0.2410127986211276
11	6.262988597591987	0.21517657259292036
12	6.396039860649833	0.20854624382506487
13	6.523853425788085	0.18614250117094172
14	6.648765150676	0.17573293271482085
15	6.7703700862972935	0.1708560655105736
16	6.892825028780163	0.1536395606200952
17	7.0063514017532205	0.1522288759366673
18	7.1169357661277965	0.14846059756189445
19	7.2284084240493165	0.15740067934346993
20	7.3420384859097325	0.15847417458284901
21	7.459608542879426	0.14822344871709708
22	7.57972791297826	0.14944038367486095
23	7.696555597728027	0.1236823524366518
24	7.808815508020157	0.11248967429490336
25	7.916528962817427	0.11189017653021847
26	8.017142919751059	0.09461547235756414
27	8.11384938096317	0.09560969155277951
28	8.209760212830894	0.09272433843257316
29	8.304682552241875	0.08682628761431453
30	8.39988488142681	0.09408826074979112
31	8.49812212604906	0.08190250847616566
32	8.598281756074119	0.0791409298892395
33	8.69601410545946	0.07708323553495154
34	8.793308346878584	0.06941272324739876
35	8.887918223946826	0.07224276070395737
36	8.979142698173428	0.0712170446319105
37	9.075567869583638	0.07057151349350184
38	9.172506137002895	0.07076669854578362
39	9.270938677904129	0.06661833001308834
40	9.366761448589635	0.06220245711050916
41	9.457644039074841	0.05762274699593531
42	9.548419833339665	0.05712399589274835
43	9.636588876679433	0.06092217448470528
44	9.723825160573265	0.05999686818269517
45	9.812544925930117	0.057929981730655625
46	9.901206685439472	0.057375776956447466
47	9.987010957414027	0.054738208654677004
48	10.073572192463615	0.053555826135330484
49	10.158821010828419	0.049141822059146516
50	10.245255668980501	0.044692076215136295
51	10.333644703159116	0.042256011790448064
52	10.422844931551344	0.04484797543963896
53	10.51362046518896	0.048926557557442435
54	10.603730209340819	0.04904139628491371
55	10.695453682287239	0.04684671699552822
56	10.784587945966054	0.043499948947666796
57	10.869166733970156	0.040084797075473855
58	10.954430124463387	0.044049545190065306
59	11.043003880600118	0.044543253527967765
60	11.133042296699028	0.0421589954447442
61	11.226946808065845	0.039465657391999566
62	11.319756747458941	0.034972027942556265
63	11.408986980071807	0.034730140168368936
64	11.49733707744095	0.03795045652887066
65	11.585391636384145	0.04212010556453763
66	11.672618769120131	0.04099830200158058
67	11.761656200103072	0.03940102805016495
68	11.850015739974642	0.036292063180319474
69	11.939617468296644	0.03198809246008939
70	12.028079645522446	0.0312992811328856
71	12.113568587201966	0.03264632669810179
72	12.204818307666915	0.03117716256468479
73	12.299679571119796	0.03181984635792945
74	12.396859738326393	0.03126513425173676
75	12.495324516016945	0.027750563248172815
76	12.590634489778772	0.02818882572110434
77	12.685432163005753	0.028070699162488548
78	12.783949236413001	0.03023184082073239
79	12.892729644409801	0.034480563938935525
80	13.009579300827488	0.03427354066595487
81	13.129831953304297	0.03501807821294543
82	13.257087328967778	0.030488957303784425
83	13.390844586837405	0.0289473312465218
84	13.53281294653451	0.029885064257898962
85	13.679163890021153	0.028282453228789764
86	13.82792242028441	0.030294208329391135
87	13.976414548608183	0.02845259329508904
88	14.136087931897968	0.03163469877314057
89	14.30689561721384	0.03405145156738993
90	14.492592518160217	0.03757929123706105
91	14.692162956122958	0.03905773835861247
92	14.907860163968548	0.035910247185340645
93	15.157132511952002	0.03363534976863063
94	15.443572436309564	0.031062964535302745
95	15.792664276742217	0.032612497549500914
96	16.229800243635005	0.03394379050333954
97	16.815712761901622	0.03576827608417121
98	17.298820620739168	0.0379375362751621
99	17.701829188032235	0.038674166301399436
100	18.258268540956312	0.03611457162681035
