,0
299,CRIP1
300,CRIP2
301,CRK
302,CRKL
303,CRMP1
304,CRTAC1
305,CRTAP
306,CRYL1
307,CRYM
308,CRYZ
309,CSRP1
310,CST3
311,CTBP1
312,CTBP2
313,CTDP1
314,CTF1
315,CCN2
316,CTIF
317,CTSA
318,CTSK
319,CTSS
320,CTSZ
321,CUL5
322,CUL7
323,CXCL12
324,CYB561
325,CYB5R3
326,CYGB
327,CYP1B1
328,CYP20A1
329,CYP27A1
330,CYP4X1
331,DAD1
332,DAG1
333,DAPK1
334,DBN1
335,DCHS1
336,DCLK1
337,DCN
338,DCPS
339,DCXR
340,DDAH1
341,DDAH2
342,DDOST
343,DDRGK1
344,DECR1
345,DENND1A
346,DEPTOR
347,DES
348,DHRS7
349,DHX37
350,DIS3L2
351,DLAT
352,DMD
353,DNAJC1
354,DNAJC10
355,DNM1
356,DNPEP
357,DOCK1
358,DOCK11
359,DOCK7
360,DOK1
361,DPEP1
362,DPP4
363,DPT
364,DPY19L1
365,DPYSL2
366,DPYSL3
367,DTD1
368,DTNB
369,DUS3L
370,DUSP3
371,E2F4
372,ECHDC1
373,ECHS1
374,ECM2
375,EDNRA
376,EEPD1
377,EFEMP1
378,EFEMP2
379,EFHD1
380,EHD2
381,EHD3
382,EIF4E3
383,EIF5A2
384,ELAVL1
385,ELMO2
386,ELN
387,EMC10
388,EMD
389,EMILIN1
390,EMILIN2
391,EMILIN3
392,EML1
393,EMP3
394,ENG
395,ENO2
396,ENPP1
397,ENPP4
398,ENTPD1
399,ENTPD2
400,EPB41L2
401,EPB41L3
402,EPCAM
403,EPDR1
404,EPHB2
405,EPHX1
406,EPS15L1
407,EPS8
408,ERGIC1
409,ERI3
410,ERLEC1
411,ERLIN1
412,ERLIN2
413,ESD
414,ESR1
415,ETS1
416,EXOC6
417,EXTL2
418,FABP3
419,FADS1
420,FADS2
421,FAHD2A
422,FAM107B
423,FAM114A1
424,FAM118B
425,FAM172A
426,MCRIP1
427,GASK1B
428,FAM210A
429,FAM210B
430,FAM217A
431,CALHM5
432,DENND10
433,FAP
434,FARP1
435,FARSA
436,FARSB
437,FBLN1
438,FBLN2
439,FBLN5
440,FBLN7
441,FBN1
442,FBN2
443,FCGBP
444,FCGRT
445,FDX1
446,FERMT2
447,FGD5
448,FGF2
449,FGFR1
450,FHL1
451,FHL3
452,FIG4
453,FILIP1L
454,FKBP10
455,FKBP11
456,FKBP2
457,FKBP7
458,FLNA
459,FLNC
460,FMN1
461,FMOD
462,FNDC3A
463,FOLR1
464,FOXP4
465,FRY
466,FSTL1
467,FTO
468,FUCA1
469,FUCA2
470,FUT8
471,FYCO1
472,GAB2
473,GALC
474,GALK1
475,GALNS
476,GALNT10
477,GALNT4
478,GALNT6
479,GALNT7
480,GANAB
481,GANC
482,GAS7
483,GCC2
484,GDA
485,GDI1
486,GDPD1
487,GEMIN7
488,GFPT1
489,GGA2
490,GGH
491,GGT5
492,GGT7
493,GHDC
494,GIMAP6
495,GIMAP7
496,GJA1
497,GLB1
498,GLB1L2
499,GLIPR2
500,GLRX5
501,GLT8D2
502,GMDS
503,GMPPA
504,GMPPB
505,GNA11
506,GNA12
507,GNA13
508,GNAI2
509,GNAO1
510,GNAQ
511,GNAZ
512,GNG12
513,GNPDA2
514,GNS
515,GOLGA3
516,GOLGB1
517,GOLIM4
518,GOLM1
519,GOLPH3
520,GPC4
521,GPRIN3
522,GPX3
523,GPX7
524,GPX8
525,GRAMD1A
526,GRHPR
527,GSN
528,GSR
529,GSTA1
530,GSTM2
531,GSTM3
532,GSTM5
533,GSTT2B
534,GUCY1A2
535,GUCY1B1
536,GULP1
537,GUSB
538,H1-0
539,MACROH2A2
540,H6PD
541,HAAO
542,HABP4
543,HDAC4
544,HDGFL3
545,HDHD2
546,HDHD3
547,HDLBP
548,HECTD4
549,HEPH
550,HERPUD1
551,HEXA
552,HEXB
553,HGD
554,HIBADH
555,HID1
556,HINT2
557,HINT3
558,HIP1
559,HMGN5
560,HNMT
561,HNRNPUL2
562,HOOK3
563,HPCAL1
564,HPGDS
565,HPSE2
566,HSD11B2
567,HSP90B1
568,HSPA12A
569,HSPA12B
570,HSPB6
571,HSPB7
572,HSPG2
573,HYOU1
574,IAH1
575,IDUA
576,IFT140
577,IFT27
578,IFT57
579,IGF2
580,IGF2BP2
581,IGFBP2
582,IGFBP5
583,IGFBP7
584,ILK
585,ILKAP
586,IMPDH2
587,ING4
588,INPP5A
589,INPPL1
590,INSR
591,IQGAP2
592,IQSEC1
593,IRF2BP1
594,IRS1
595,ISCU
596,ISLR
597,ISOC1
598,CRPPA
599,ISYNA1
600,FAM234A
601,ITGA1
602,ITGA11
603,ITGA5
604,ITGA7
605,ITGA8
606,ITGA9
607,ITGB1
608,ITGB5
609,ITIH5
610,ITPR1
611,ITSN1
612,IVD
613,JAGN1
614,JAM3
615,JPH2
616,JTB
617,KANK2
618,KANK3
619,KBTBD11
620,KCTD12
621,POGLUT3
622,ELAPOR1
623,KIF13B
624,KLC4
625,KLHL22
626,KRT18
627,KRT8
628,L1CAM
629,L3HYPDH
630,L3MBTL3
631,LAMA2
632,LAMA4
633,LAMA5
634,LAMB1
635,LAMB2
636,LAMC1
637,LAMC3
638,LAMTOR4
639,LANCL1
640,LBR
641,LDB3
642,LEMD2
643,P3H1
644,P3H3
645,LETMD1
646,LGALS1
647,LGALS3
648,LGALS3BP
649,LIG3
650,LIMS1
651,LIMS2
652,LIX1L
653,LMAN1
654,LMAN2L
655,LMCD1
656,LMNA
657,LMNB2
658,LMOD1
659,LOXL1
660,LPAR1
661,LPIN1
662,LPP
663,LRP1
664,LRPAP1
665,LRRC17
666,LSAMP
667,LTBP1
668,LTBP2
669,LTBP3
670,LTBP4
671,LUM
672,LXN
673,LYRM9
674,LYVE1
675,LZTFL1
676,MACROD2
677,MAGED1
678,MAGT1
679,MAK16
680,MALSU1
681,MAMDC2
682,MAN1C1
683,MAN2B2
684,MAOB
685,MAP1A
686,MAP1B
687,MAP1S
688,MAP2K4
689,MAPK3
690,MAPRE2
691,MTARC2
692,MARCKSL1
693,MAST3
694,MATN2
695,MCAM
696,MCUR1
697,MDP1
698,ME3
699,MECP2
700,MEN1
701,MESD
702,MEST
703,MFAP2
704,MFAP4
705,MFAP5
706,MFGE8
707,MFSD10
708,MGAT5
709,MGLL
710,MGP
711,MGST3
712,MIA3
713,MIPEP
714,MLEC
715,MLYCD
716,MMP10
717,MMP11
718,MMP2
719,MMRN2
720,MOGS
721,MOXD1
722,MPC2
723,MPRIP
724,MPST
725,MPZ
726,MRAS
727,MRC2
728,MRGPRF
729,MRPL13
730,IRAG1
731,MSI1
732,MSI2
733,MSR1
734,MSRB3
735,MTDH
736,MTFR1L
737,MTHFD1L
738,MTMR12
739,MTMR2
740,MTMR6
741,MTSS2
742,MUC13
743,MUC16
744,MUC5AC
745,MUC5B
746,MUC6
747,MUSTN1
748,MXRA7
749,MYADM
750,MYDGF
751,MYEF2
752,MYH10
753,MYH11
754,MYL12B
755,MYL6
756,MYL6B
757,MYLK
758,MYO1C
759,MYO5C
760,MYOF
761,NAA16
762,NAALADL2
763,NAT14
764,NBEA
765,NCALD
766,NCAM1
767,NCBP2AS2
768,NCL
769,NCOA2
770,NCOR2
771,NDUFAF2
772,NEFM
773,NEGR1
774,NEK6
775,NEK9
776,NELFB
777,NES
778,NEXN
779,NF1
780,NF2
781,NFATC4
782,NFIB
783,NFIC
784,NFIX
785,NFU1
786,NFXL1
787,NHLRC2
788,NHLRC3
789,NHSL2
790,NID1
791,NID2
792,NINJ1
793,NME3
794,NME8
795,NNMT
796,NOSTRIN
797,NPEPL1
798,NPR2
799,NPTN
800,NR2F2
801,NRBP2
802,NRIP2
803,NRM
804,NRP1
805,NRP2
806,NT5E
807,NUCB2
808,NUDC
809,NUDT16L1
810,NUDT21
811,NUMA1
812,OBSL1
813,ODF2
814,OGFOD3
815,OGFR
816,OGN
817,OLFML1
818,OLFML3
819,OMD
820,OPA3
821,OPHN1
822,OSBP
823,OSBPL10
824,OSBPL1A
825,OSBPL5
826,OSTC
827,P4HB
828,PALLD
829,PALM
830,PAM
831,PAPSS2
832,PARP16
833,PARVA
834,PAWR
835,PBLD
836,PCBD1
837,PCCA
838,PCCB
839,PCOLCE
840,PCP4
841,PCYOX1
842,PCYT2
843,PDE2A
844,PDE3A
845,PDE5A
846,PDE6D
847,PDE8B
848,PDGFRA
849,PDGFRB
850,PDGFRL
851,PDIA3
852,PDIA4
853,PDIA6
854,PDK3
855,PDLIM4
856,PDLIM7
857,PDXDC1
858,PDXP
859,PDZD11
860,PEA15
861,PEAK1
862,PEBP1
863,PECR
864,PELP1
865,PEPD
866,PFAS
867,PGK2
868,PGM1
869,PGM2L1
870,PGM3
871,PGM5
872,PGR
873,PGRMC1
874,PGRMC2
875,PHC2
876,PHF21B
877,PHLDB1
878,PHYH
879,PHYHD1
880,PI16
881,PICK1
882,PIGR
883,PIK3AP1
884,PIP4K2B
885,PITPNC1
886,PKD2
887,PKIG
888,PKP2
889,PKP4
890,PLCB4
891,PLCL2
892,PLEKHA5
893,PLEKHS1
894,PLIN4
895,PLLP
896,PLS1
897,PLTP
898,PLVAP
899,PLXDC2
900,PLXNC1
901,PMM2
902,POC5
903,PODN
904,PODXL
905,POFUT2
906,POGZ
907,POSTN
908,PLPP1
909,PLPP3
910,PPIB
911,PPM1F
912,PPM1H
913,PPP1R12A
914,PPP1R12B
915,PPP1R12C
916,PPP1R14A
917,PPP1R1B
918,PPP1R7
919,PPP1R9B
920,PRAF2
921,PRDX3
922,PRELP
923,PREP
924,PREPL
925,PRKAA1
926,PRKACA
927,PRKACB
928,PRKAG1
929,PRKAR2A
930,PRKAR2B
931,PRKCA
932,CAVIN3
933,PRKCSH
934,PRKD1
935,PRKG1
936,THAP12
937,PRMT2
938,PROM1
939,PRPF4B
940,PRPF6
941,PRPH
942,PRRC1
943,PRTFDC1
944,PSIP1
945,PSMB4
946,PTBP2
947,PTEN
948,PTER
949,PTGDS
950,PTGIS
951,PTK7
952,PTMS
953,PTN
954,PTP4A3
955,PTPN11
956,PTPN23
957,PTPRG
958,PTPRK
959,PTPRU
960,CAVIN1
961,PURA
962,PXDN
963,PYCR1
964,PYCR2
965,PYGB
966,PYGM
967,QDPR
968,QPCTL
969,QPRT
970,QSOX1
971,QSOX2
972,RAB19
973,RAB1A
974,RAB23
975,RAB3B
976,RAB3IL1
977,RAB6B
978,RAB8A
979,RAB8B
980,RABAC1
981,RABEP1
982,RAI14
983,RANBP3
984,RAP1B
985,RARRES1
986,RARRES2
987,RASA3
988,RASA4
989,RB1
990,RBFOX2
991,RBL2
992,RBPMS
993,RCN1
994,RCN3
995,RDH14
996,RECK
997,REEP5
998,REM1
999,RERG
1000,REXO2
1001,RFK
1002,RFTN1
1003,RGN
1004,RHBDD2
1005,RHOB
1006,RHPN2
1007,RING1
1008,RMDN2
1009,RNASET2
1010,RNF214
1011,RNF25
1012,ROCK2
1013,ROR2
1014,RPN2
1015,RRAD
1016,RRAS
1017,RRAS2
1018,RRBP1
1019,RRP12
1020,RSU1
1021,RTN2
1022,RUNX2
1023,RWDD2B
1024,S100A13
1025,S1PR2
1026,SAR1A
1027,SARDH
1028,SARM1
1029,SBF1
1030,SCAMP4
1031,SCARF1
1032,SCCPDH
1033,SCLY
1034,SCRN1
1035,SCYL1
1036,SDC2
1037,SDC3
1038,SDF4
1039,SDHAF3
1040,SDK1
1041,CAVIN2
1042,SDR39U1
1043,SEC11A
1044,SEC13
1045,SEC16A
1046,SEC22B
1047,SEC23A
1048,SEC23B
1049,SEC23IP
1050,SEC24A
1051,SEC24C
1052,SEC24D
1053,SEC31A
1054,SEC61A1
1055,SEC62
1056,SEL1L3
1057,SELENOH
1058,SELENOM
1059,SEPHS1
1060,SEPHS2
1061,SEPTIN11
1062,SEPTIN2
1063,SEPTIN3
1064,SEPTIN4
1065,SEPTIN5
1066,SEPTIN7
1067,SELENOW
1068,SERPINA5
1069,SERPINB6
1070,SERPINF1
1071,SERPINH1
1072,SESTD1
1073,SETD7
1074,SETMAR
1075,SFRP1
1076,SFRP4
1077,SFXN3
1078,SGCB
1079,SGCD
1080,SGCE
1081,SGSH
1082,SGSM3
1083,SH3BGRL
1084,SH3BGRL2
1085,SH3BP4
1086,SH3D19
1087,SH3PXD2B
1088,SIAE
1089,SIGIRR
1090,SIRT1
1091,SIRT3
1092,SLC12A2
1093,SLC12A7
1094,SLC25A1
1095,SLC25A12
1096,SLC25A24
1097,SLC25A25
1098,SLC26A2
1099,SLC27A1
1100,SLC2A13
1101,SLC2A4
1102,SLC31A1
1103,SLC33A1
1104,SLC34A2
1105,SLC35A1
1106,SLC35C1
1107,SLC38A10
1108,SLC39A14
1109,SLC39A7
1110,SLC41A3
1111,SLC44A4
1112,SLC8A1
1113,SLC9A3R2
1114,SLCO2A1
1115,SLFN11
1116,SLPI
1117,SMARCA1
1118,SMIM7
1119,SMS
1120,SMTN
1121,SMYD3
1122,SMYD5
1123,SND1
1124,SNED1
1125,SNTB1
1126,SNTB2
1127,SNX18
1128,SNX3
1129,SNX5
1130,SNX6
1131,SNX9
1132,SOD3
1133,SORBS1
1134,SORBS2
1135,SORBS3
1136,SORL1
1137,SP100
1138,SP2
1139,SPARCL1
1140,SPATA18
1141,SPATA20
1142,SPCS1
1143,SPCS2
1144,SPECC1L
1145,SPART
1146,SPIN1
1147,SPON1
1148,SPTAN1
1149,SPTBN1
1150,SRI
1151,SRP14
1152,SRPX
1153,SS18
1154,SSB
1155,SSBP1
1156,SSC5D
1157,SSPN
1158,SSR3
1159,SSR4
1160,ST6GAL1
1161,ST6GALNAC1
1162,STARD10
1163,STARD3NL
1164,STK25
1165,STON1
1166,STRA6
1167,STRBP
1168,STT3A
1169,STT3B
1170,STX18
1171,STX2
1172,STX7
1173,STXBP1
1174,SUCLA2
1175,SUGCT
1176,SUGP2
1177,SULF1
1178,SULT1A3
1179,SUMF2
1180,SUMO1
1181,SUN1
1182,SUN2
1183,SUOX
1184,SUSD2
1185,SYDE1
1186,SYNE1
1187,SYNE3
1188,SYNGR1
1189,SYNM
1190,SYNPO2
1191,SYVN1
1192,TAGLN
1193,TBC1D13
1194,TBC1D20
1195,TBL2
1196,TC2N
1197,TCEAL1
1198,TCEAL3
1199,TCEAL4
1200,TCF12
1201,TCF25
1202,TDRP
1203,TERF2IP
1204,TEX10
1205,TFF3
1206,TGFB1I1
1207,TGFB2
1208,TGFB3
1209,TGFBI
1210,TGFBRAP1
1211,TGM2
1212,TGOLN2
1213,THBS2
1214,THBS3
1215,THBS4
1216,THNSL1
1217,THSD4
1218,THSD7A
1219,THUMPD1
1220,THY1
1221,THYN1
1222,TIMP1
1223,TIMP2
1224,TIMP3
1225,TK2
1226,TLN1
1227,TLN2
1228,TM7SF2
1229,TM9SF3
1230,TMBIM6
1231,TMED10
1232,TMED4
1233,TMED7
1234,TMED9
1235,TMEM119
1236,TMEM126A
1237,TMEM128
1238,TMEM147
1239,CEMIP2
1240,TMEM245
1241,TMEM263
1242,TMEM30B
1243,TMEM35A
1244,TMEM38B
1245,TMEM63A
1246,TMEM87B
1247,TMEM97
1248,TMEM9B
1249,TMF1
1250,TMOD1
1251,TMOD2
1252,TMSB10
1253,TMSB4X
1254,TMX4
1255,TNC
1256,TNS1
1257,TNS2
1258,TNS3
1259,TNXB
1260,TP53BP1
1261,TP53I3
1262,TP53RK
1263,TPCN1
1264,TPM1
1265,TPM3
1266,TPM4
1267,TPPP3
1268,TPSAB1
1269,TRAF3IP1
1270,TRAM1
1271,TRAM2
1272,TRIM2
1273,TRIM24
1274,TRIOBP
1275,RO60
1276,TSPAN31
1277,TSPAN4
1278,TSPAN8
1279,TSPAN9
1280,TST
1281,TTC26
1282,TTC28
1283,TTC30A
1284,TTC37
1285,TTC38
1286,TTC39A
1287,TUBB3
1288,TXNDC5
1289,TXNRD1
1290,TXNRD2
1291,UACA
1292,UBA1
1293,UBE3A
1294,UBE4A
1295,UBFD1
1296,UBR1
1297,UBTD1
1298,UBTF
1299,UCHL1
1300,UFM1
1301,UGDH
1302,UHRF1BP1L
1303,UPRT
1304,USE1
1305,UTRN
1306,VARS1
1307,VAT1
1308,VAT1L
1309,VCAN
1310,VCL
1311,VIL1
1312,VILL
1313,VIM
1314,VPS13C
1315,VPS25
1316,VPS26B
1317,VPS36
1318,VWA1
1319,VWA5A
1320,WDR18
1321,WFDC2
1322,WFS1
1323,CCN5
1324,GET1
1325,WWTR1
1326,XRCC5
1327,XRCC6
1328,YIPF3
1329,YIPF4
1330,YIPF6
1331,YLPM1
1332,ZBED5
1333,ZC3H13
1334,ZC3HAV1L
1335,ZDHHC17
1336,ZEB2
1337,ZFAND2B
1338,ZFP36L2
1339,ZFYVE21
1340,ZHX2
1341,ZMYM2
1342,ZMYM4
1343,ZNF48
1344,ZNF512
1345,ZNF638
