Gene	T123	Set1_MIX	M value	A value	estimated variance	adjust mvalue	pvalue	z statistic
43160	16.877569122947943	18.158466575270616	-1.280897452322673	18.158466575270616	0.5026412605999627	-1.2133964608398369	0.08699121174494835	-1.7114872019130594
43161	17.253001588020982	18.597690947236497	-1.344689359215515	18.597690947236497	0.5026412605999627	-1.2179898909708453	0.08580278004263542	-1.7179662029121734
43164	15.38608559661439	15.155124208978151	0.2309613876362384	15.155124208978151	0.5026412605999627	0.19486411482477917	0.7834280496056926	0.27485446793201745
43165	14.608831594380716	14.828175333643097	-0.21934373926238138	14.828175333643097	0.5026412605999627	-0.24975008726034442	0.7246352241263009	-0.3522707472930153
43344	14.18047499895167	15.843845804894302	-1.6633708059426322	15.843845804894302	0.5026412605999627	-1.7198847350527342	0.015271093239709746	-2.4258853621272634
43345	17.083742797790435	18.25710166238558	-1.1733588645951443	18.25710166238558	0.5026412605999627	-1.09288345286167	0.12319406097695326	-1.5415044489751437
43346	13.387689463420996	13.566845224021673	-0.17915576060067728	13.566845224021673	0.5026412605999627	-0.23268487078046673	0.7427601612423348	-0.3282003790780204
43347	18.38392471001662	17.662426072672645	0.7214986373439736	17.662426072672645	0.5026412605999627	0.7291978940353511	0.30370128333211577	1.0285285177440375
43348	16.310767614745735	16.54944063079008	-0.23867301604434488	16.54944063079008	0.5026412605999627	-0.30310764073743934	0.6689924634426723	-0.4275312024275499
43349	15.841649052785764	16.792401570141955	-0.9507525173561913	16.792401570141955	0.5026412605999627	-1.0093294955243586	0.15454718351887645	-1.4236521778773514
43350	17.69388345220186	18.567842944823845	-0.8739594926219851	18.567842944823845	0.5026412605999627	-0.7513628150398237	0.2892392446616193	-1.0597919834412366
43351	15.080603658655974	16.138552895061093	-1.0579492364051184	16.138552895061093	0.5026412605999627	-1.1211196520902096	0.11380228136179625	-1.5813314100467666
43352	18.664364571185587	19.308308616235568	-0.6439440450499809	19.308308616235568	0.5026412605999627	-0.4194160637632054	0.5541295805914255	-0.591583417764911
43353	15.69180348977734	16.7844139114966	-1.0926104217192592	16.7844139114966	0.5026412605999627	-1.1514757800835458	0.10434411569445315	-1.6241485157800981
43354	17.50209235791987	18.355398529391003	-0.8533061714711323	18.355398529391003	0.5026412605999627	-0.7596717805919333	0.2839394032985654	-1.0715117211053216
43358	14.606781114484265	15.1051167333973	-0.49833561891303546	15.1051167333973	0.5026412605999627	-0.5332459357501942	0.45196707920016366	-0.7521396542371125
A1BG	17.273908742777383	17.785684112382135	-0.5117753696047522	17.785684112382135	0.5026412605999627	-0.490272207492665	0.48923535404942775	-0.6915255117825145
A1CF	19.232677139330185	18.91760896650489	0.31506817282529553	18.91760896650489	0.5026412605999627	0.48580784713996183	0.4931997025651781	0.6852285628009005
A2M	18.851175120992885	20.038521136400345	-1.18734601540746	20.038521136400345	0.5026412605999627	-0.8622883939826019	0.22388904135237997	-1.2162517349341335
AAAS	17.253165464936355	17.01788945345293	0.2352760114834247	17.01788945345293	0.5026412605999627	0.18756757256851075	0.7913463219413996	0.2645627462294687
AACS	16.61797589327054	17.137241329023773	-0.5192654357532334	17.137241329023773	0.5026412605999627	-0.5592276680399344	0.430236681008314	-0.7887867054957292
AADAC	17.281159268706624	17.108169965507013	0.1729893031996106	17.108169965507013	0.5026412605999627	0.13102108725303074	0.8533825153623814	0.18480432509180955
AADAT	14.926125933859257	16.7844139114966	-1.8582879776373424	16.7844139114966	0.5026412605999627	-1.917153336001629	0.006848321433853733	-2.704131340881517
AAGAB	15.019372637596325	14.47035326780958	0.5490193697867447	14.47035326780958	0.5026412605999627	0.5184200730319971	0.46463997422883785	0.7312278788047432
AAK1	16.9395716529731	16.56803566496673	0.37153598800637155	16.56803566496673	0.5026412605999627	0.30734989921207245	0.6646407596021151	0.4335148782671155
AAMDC	16.909839278876674	17.491594907962956	-0.5817556290862811	17.491594907962956	0.5026412605999627	-0.5917128863004963	0.40393908821602476	-0.8346068781257224
AAMP	16.2817583320788	16.221945944432296	0.05981238764650598	16.221945944432296	0.5026412605999627	-0.0045213942506840965	0.9949116095670351	-0.006377394894899517
AAR2	16.898045118424164	15.642653549639318	1.2553915687848463	15.642653549639318	0.5026412605999627	1.2048521710570914	0.08923715015174116	1.6994355410713227
AARS	19.81571961649829	19.293876950839994	0.5218426656582942	19.293876950839994	0.5026412605999627	0.7443838142234355	0.29374195139079784	1.0499481517136229
AARS2	18.164199263342073	17.44325750021383	0.7209417631282449	17.44325750021383	0.5026412605999627	0.7063343234742748	0.3191143071250152	0.9962796117448933
AARSD1	18.132347145256038	17.568780315994847	0.5635668292611911	17.568780315994847	0.5026412605999627	0.561359938107628	0.4284806512592667	0.7917942574786598
AASDHPPT	16.062173416585885	16.63958993872595	-0.5774165221400658	16.63958993872595	0.5026412605999627	-0.640351822859562	0.3664135191202186	-0.9032117571756294
AASS	18.60171788834652	19.981623888094802	-1.3799059997482814	19.981623888094802	0.5026412605999627	-1.0626815224274337	0.13389832116520464	-1.4989048378179735
AATF	17.09822849397191	16.707623374049447	0.39060511992246205	16.707623374049447	0.5026412605999627	0.3293145616031957	0.6422925102115389	0.4644958805940298
ABAT	18.68187944324514	19.853902700972725	-1.1720232577275844	19.853902700972725	0.5026412605999627	-0.8723823805571331	0.2185139567644373	-1.230489232237064
ABCA1	16.705251161012193	17.09642256801955	-0.39117140700735575	17.09642256801955	0.5026412605999627	-0.43392880242077025	0.540502339021471	-0.6120535339048078
ABCA10	13.933734780482126	14.115883451825644	-0.18214867134351742	14.115883451825644	0.5026412605999627	-0.2186198063361282	0.7578071186381126	-0.30836170427761217
ABCA2	15.198744849324006	15.32871167673947	-0.12996682741546373	15.32871167673947	0.5026412605999627	-0.17078833609621358	0.8096359155404828	-0.2408957508104009
ABCA5	16.25992196891051	14.344189636465092	1.915732332445419	14.344189636465092	0.5026412605999627	1.8836199322635911	0.007887857424016067	2.6568327099834903
ABCA6	19.06922259289421	18.904936032896842	0.1642865599973682	18.904936032896842	0.5026412605999627	0.3332815292844855	0.6382898176974467	0.4700912606994168
ABCA8	17.08733192376469	17.798356634878335	-0.7110247111136445	17.798356634878335	0.5026412605999627	-0.6880568068151406	0.33179767235444957	-0.9704993026254735
ABCB1	19.17515841582988	19.3991820602558	-0.2240236444259196	19.3991820602558	0.5026412605999627	0.013015043501986234	0.9853535550001085	0.01835762762203357
ABCB10	18.083924476688463	17.61224396406748	0.4716805126209813	17.61224396406748	0.5026412605999627	0.47400529138170433	0.5037627062852741	0.668581140641665
ABCB11	17.43419014211268	19.02623732244035	-1.5920471803276683	19.02623732244035	0.5026412605999627	-1.4063524494651918	0.047294840862929836	-1.9836502712170558
ABCB4	18.141007456779167	19.00904625206136	-0.8680387952821924	19.00904625206136	0.5026412605999627	-0.6847107892718151	0.3341543942736457	-0.9657797683367262
ABCB5	11.958523677005296	13.602231782689001	-1.6437081056837055	13.602231782689001	0.5026412605999627	-1.6959266628634782	0.016752611951702377	-2.3920926692542013
ABCB6	18.51013500120118	17.819876321399388	0.6902586798017936	17.819876321399388	0.5026412605999627	0.7157322535816676	0.3127179684834185	1.009535326280391
ABCB7	17.432888661676287	17.991807784184978	-0.5589191225086907	17.991807784184978	0.5026412605999627	-0.512663317920683	0.4696135248196047	-0.7231080160760005
ABCB8	18.46656135585416	17.635322282177896	0.8312390736762651	17.635322282177896	0.5026412605999627	0.83601698347519	0.23832010085416777	1.1791960945801812
ABCC1	13.670284215140539	14.836278175181244	-1.165993960040705	14.836278175181244	0.5026412605999627	-1.1964735657952243	0.09148466290189108	-1.68761757708481
ABCC11	14.647795586477061	15.055839076850258	-0.4080434903731973	15.055839076850258	0.5026412605999627	-0.44187991848802677	0.5331080761066658	-0.6232685273790891
ABCC12	10.577965819333638	13.16832342978892	-2.590357610455282	13.16832342978892	0.5026412605999627	-2.659817319632777	0.0001756720159448151	-3.7516536836010035
ABCC2	18.037154649099612	18.18222343895651	-0.14506878985689653	18.18222343895651	0.5026412605999627	-0.07446682724077403	0.9163480856866568	-0.10503493779884879
ABCC3	17.24511352420998	18.510173531674727	-1.2650600074647471	18.510173531674727	0.5026412605999627	-1.1503743386777256	0.10467602281733779	-1.6225949403984676
ABCC4	16.82109638084767	15.961065660155718	0.8600307206919524	15.961065660155718	0.5026412605999627	0.8004736514079438	0.2588714801755966	1.1290624738637223
ABCC6	17.749946677936887	18.3977958756871	-0.6478491977502117	18.3977958756871	0.5026412605999627	-0.5484821698161242	0.43914947481237	-0.7736302555786907
ABCC9	12.80644002720296	13.014883943725913	-0.20844391652295258	13.014883943725913	0.5026412605999627	-0.2843566467841363	0.6883589746685823	-0.4010830569038558
ABCD1	19.937095194984607	18.22347342752695	1.7136217674576564	18.22347342752695	0.5026412605999627	1.7896451073539121	0.011593492623825537	2.524281878226807
ABCD3	19.94649968389145	18.963954924874592	0.9825447590168572	18.963954924874592	0.5026412605999627	1.1596649628186235	0.10190253594074623	1.635699300620456
