snps	gene	statistic	pvalue	FDR	beta
RB1	KIF1C	-3.71644316953052	0.0002816674340971	0.03173411368428009	-0.907178133355329
RB1	NCBP2	3.7148627900167	0.0002832877657242	0.03173411368428009	0.667903375340988
RB1	API5	3.70651282789379	0.0002919962116212	0.031881001007861016	0.52712758606613
RB1	TRIM71	-3.69382113585616	0.000305719143928	0.03297715054924559	-2.36437148660139
RB1	HAUS4	3.69344600103223	0.0003061338924314	0.03297715054924559	0.857298873797931
RB1	DSN1	3.68948176507998	0.0003105493807371	0.03297715054924559	1.04975740574765
RB1	FAM195A	3.68311983175345	0.0003177615560339	0.033080455943854725	1.18727012382468
RB1	CEACAM1	-3.67379811938752	0.0003286155202136	0.0338171810629007	-1.98578224689964
RB1	MIS12	3.65244595427266	0.0003548121809209	0.0360981074521002	0.881800778681558
RB1	RFXAP	3.65177969914386	0.0003556604984639	0.0360981074521002	0.778541298671543
RB1	PLSCR3	-3.64005135869955	0.0003709109745138	0.036897399498022794	-0.756702508729009
RB1	JMJD6	3.6042944652583	0.0004213046184633	0.0414498928472739	1.37370861693777
RB1	LCMT1	3.60070343598134	0.0004267077558595	0.04152515802402287	0.738755661863948
RB1	NCAPH2	3.5977375806102	0.0004312194322974	0.04152515802402287	0.687064292727955
RB1	TYMS	3.59630252337987	0.0004334185570599	0.04152515802402287	1.69304606732668
RB1	EPN1	-3.59185034516015	0.0004403086735283	0.04152515802402287	-0.76982285153594
RB1	PRC1	3.58622808041875	0.000449157133605	0.04188858142880797	1.10931246875022
