	mean_A_value	estimated_variance
0	3.735029516710358	0.648143366339836
1	4.270424364530575	0.4930518819239902
2	4.627004768102429	0.4333625557376259
3	4.913852409931342	0.380713910624058
4	5.1725321902618155	0.3367820150050233
5	5.403648421651951	0.2794037404630986
6	5.610448912459364	0.2778310016491122
7	5.798856866476569	0.2826941613542757
8	5.973003718512509	0.27612676937580727
9	6.138936873436968	0.28093118573709763
10	6.298741291891995	0.26192118645504636
11	6.454359455912998	0.23023367827406915
12	6.605435985800181	0.2085413825509062
13	6.751281682849817	0.16970543041370395
14	6.891491724574928	0.16455161912437638
15	7.028403003744067	0.14390873503824383
16	7.161204451536509	0.13238325989129604
17	7.288929386759321	0.11557982891907617
18	7.4149865396850485	0.10104241407746635
19	7.534452091513262	0.08995137330554062
20	7.649805981122352	0.0806408192008398
21	7.760831923661863	0.08398134432452903
22	7.872320304033803	0.08467847765745869
23	7.983178927183039	0.08849541088865018
24	8.09091504059611	0.0847741710910168
25	8.198716960912462	0.08269909312698656
26	8.302069120849659	0.08594636010792284
27	8.403093787823588	0.08310294141482015
28	8.505475894219098	0.08791283848101765
29	8.609710168465494	0.08398423685178183
30	8.717310437952568	0.07624356697115386
31	8.82434211146858	0.06940029517847972
32	8.929294297706054	0.06523007485516015
33	9.033763570313662	0.06082912863608524
34	9.136362144747126	0.05660634862271615
35	9.238837409272145	0.05952273990243758
36	9.340826481464537	0.06368286302336273
37	9.442572347955421	0.0593468918979467
38	9.547689338032999	0.058521549121016966
39	9.65879323684579	0.05399081622084604
40	9.772634623122304	0.05112075695349486
41	9.886563145260853	0.05578936289985394
42	9.998515128909592	0.05638033284835365
43	10.110181893538284	0.05513125435158879
44	10.222259438183453	0.0532957810009776
45	10.340209401646366	0.05515795721976297
46	10.464902807741137	0.047778528340809506
47	10.58799539116877	0.048346973798693044
48	10.713636013219254	0.04102960943506921
49	10.835005843729757	0.03528688126773188
50	10.955929057658846	0.0362903109108398
51	11.082452475624441	0.03250481783308695
52	11.215163511968163	0.032589770387267895
53	11.357661692498894	0.030552203808999943
54	11.50867857482268	0.03097447513034293
55	11.66341175464832	0.03186863979241365
56	11.824574715784257	0.03380226640958289
57	11.991772527165299	0.035061949788444194
58	12.16699889156373	0.0362130762363642
59	12.359119270447076	0.034548898407508695
60	12.56306695981547	0.03460728006213161
61	12.776150160816133	0.036450672928845185
62	13.009200277194678	0.034233804846348755
63	13.258233150717988	0.035618867833659015
64	13.543281298350353	0.03337313679599178
65	13.878117279834287	0.0290032207048675
66	14.252570172955856	0.02732816125825389
67	14.72055438876715	0.026899157208141712
68	15.347613106649783	0.02662819516196058
69	15.86698778687861	0.031095421364067958
70	16.301808976369767	0.031757398714698314
71	16.90500951336654	0.030619214357992964
